gene,r,p_adj
aten_0.1.m1.14640.m1,8,0.679571511
aten_0.1.m1.11042.m1,-5,0.895693191
aten_0.1.m1.5189.m1,-4,1
aten_0.1.m1.9677.m1,-14,0.200047928
aten_0.1.m1.9677.m1,-14,0.200047928
aten_0.1.m1.19670.m1,2,1
aten_0.1.m1.4367.m1,0,1
aten_0.1.m1.10158.m1,6,0.958489725
aten_0.1.m1.10158.m1,6,0.958489725
aten_0.1.m1.12712.m1,0,1
aten_0.1.m1.12712.m1,0,1
aten_0.1.m1.23835.m1,0,1
aten_0.1.m1.25568.m1,0,1
aten_0.1.m1.1153.m1,9,0.779650108
aten_0.1.m1.1153.m1,9,0.779650108
aten_0.1.m1.16719.m1,-2,1
aten_0.1.m1.23168.m1,-7,0.679571511
aten_0.1.m1.23168.m1,-7,0.679571511
aten_0.1.m1.6291.m1,0,1
aten_0.1.m1.6291.m1,0,1
aten_0.1.m1.20337.m1,0,1
aten_0.1.m1.27351.m1,-2,1
aten_0.1.m1.24208.m1,0,1
aten_0.1.m1.14213.m1,-2,1
aten_0.1.m1.14213.m1,-2,1
aten_0.1.m1.6851.m1,0,1
aten_0.1.m1.4409.m1,5,1
aten_0.1.m1.3140.m1,0,1
aten_0.1.m1.2736.m1,5,1
aten_0.1.m1.2736.m1,5,1
aten_0.1.m1.24422.m1,12,0.119871224
aten_0.1.m1.24422.m1,12,0.119871224
aten_0.1.m1.15087.m1,6,0.784053738
aten_0.1.m1.15087.m1,6,0.784053738
aten_0.1.m1.23606.m1,0,1
aten_0.1.m1.23606.m1,0,1
aten_0.1.m1.21445.m1,-4,1
aten_0.1.m1.21445.m1,-4,1
aten_0.1.m1.28522.m1,0,1
aten_0.1.m1.19169.m1,10,0.439138548
aten_0.1.m1.19169.m1,10,0.439138548
aten_0.1.m1.27465.m1,0,1
aten_0.1.m1.10161.m1,-3,1
aten_0.1.m1.10161.m1,-3,1
aten_0.1.m1.10161.m1,-3,1
aten_0.1.m1.2062.m1,-12,0.175805049
aten_0.1.m1.2062.m1,-12,0.175805049
aten_0.1.m1.32532.m1,-3,0.823946746
aten_0.1.m1.21027.m1,-5,1
aten_0.1.m1.21027.m1,-5,1
aten_0.1.m1.1350.m1,0,1
aten_0.1.m1.1350.m1,0,1
aten_0.1.m1.6153.m1,-27,0.001448826
aten_0.1.m1.16700.m1,0,1
aten_0.1.m1.876.m1,8,0.831973842
aten_0.1.m1.22639.m1,2,1
aten_0.1.m1.16095.m1,0,1
aten_0.1.m1.1294.m1,0,1
aten_0.1.m1.1717.m1,-1,1
aten_0.1.m1.1717.m1,-1,1
aten_0.1.m1.500.m1,-3,1
aten_0.1.m1.500.m1,-3,1
aten_0.1.m1.23035.m1,4,0.779650108
aten_0.1.m1.23035.m1,4,0.779650108
aten_0.1.m1.29955.m1,-22,0.046465044
aten_0.1.m1.29955.m1,-22,0.046465044
aten_0.1.m1.20030.m1,10,0.317102795
aten_0.1.m1.20030.m1,10,0.317102795
aten_0.1.m1.1359.m1,0,1
aten_0.1.m1.27864.m1,19,0.01661715
aten_0.1.m1.3200.m1,0,1
aten_0.1.m1.26377.m1,0,1
aten_0.1.m1.28263.m1,-1,1
aten_0.1.m1.32548.m1,1,1
aten_0.1.m1.12427.m1,-8,0.652288775
aten_0.1.m1.12427.m1,-8,0.652288775
aten_0.1.m1.25843.m1,-9,0.566425697
aten_0.1.m1.1634.m1,2,1
aten_0.1.m1.8602.m1,2,1
aten_0.1.m1.8602.m1,2,1
aten_0.1.m1.12764.m1,0,1
aten_0.1.m1.24772.m1,0,1
aten_0.1.m1.24914.m1,-7,1
aten_0.1.m1.13638.m1,0,1
aten_0.1.m1.27484.m1,1,1
aten_0.1.m1.30031.m1,-5,1
aten_0.1.m1.1320.m1,11,0.478947113
aten_0.1.m1.1320.m1,11,0.478947113
aten_0.1.m1.12466.m1,0,1
aten_0.1.m1.18841.m1,-8,0.082841021
aten_0.1.m1.18824.m1,-8,0.082841021
aten_0.1.m1.16409.m1,3,1
aten_0.1.m1.815.m1,0,1
aten_0.1.m1.31432.m1,-8,0.982867425
aten_0.1.m1.31432.m1,-8,0.982867425
aten_0.1.m1.18731.m1,13,0.1474446
aten_0.1.m1.4295.m1,0,1
aten_0.1.m1.4295.m1,0,1
aten_0.1.m1.20267.m1,17,0.200047928
aten_0.1.m1.17848.m1,7,0.779650108
aten_0.1.m1.3867.m1,0,1
aten_0.1.m1.15554.m1,2,1
aten_0.1.m1.30535.m1,0,1
aten_0.1.m1.30537.m1,0,1
aten_0.1.m1.8437.m1,19,0.041567311
aten_0.1.m1.18230.m1,2,1
aten_0.1.m1.18230.m1,2,1
aten_0.1.m1.19.m1,10,0.503957807
aten_0.1.m1.28330.m1,0,1
aten_0.1.m1.11013.m1,11,0.260297624
aten_0.1.m1.19090.m1,-7,1
aten_0.1.m1.19090.m1,-7,1
aten_0.1.m1.16188.m1,0,1
aten_0.1.m1.21517.m1,0,1
aten_0.1.m1.10627.m1,0,1
aten_0.1.m1.6901.m1,-2,1
aten_0.1.m1.6901.m1,-2,1
aten_0.1.m1.2938.m1,-16,0.197376924
aten_0.1.m1.2938.m1,-16,0.197376924
aten_0.1.m1.25827.m1,-15,0.274275637
aten_0.1.m1.25827.m1,-15,0.274275637
aten_0.1.m1.25827.m1,1,1
aten_0.1.m1.27026.m1,4,1
aten_0.1.m1.27026.m1,4,1
aten_0.1.m1.22711.m1,0,1
aten_0.1.m1.22711.m1,0,1
aten_0.1.m1.30319.m1,0,1
aten_0.1.m1.3014.m1,2,1
aten_0.1.m1.3014.m1,2,1
aten_0.1.m1.2769.m1,-4,1
aten_0.1.m1.11020.m1,1,1
aten_0.1.m1.3902.m1,-17,0.065411489
aten_0.1.m1.12901.m1,0,1
aten_0.1.m1.12901.m1,0,1
aten_0.1.m1.11105.m1,-4,1
aten_0.1.m1.9159.m1,-3,1
aten_0.1.m1.9159.m1,-3,1
aten_0.1.m1.24427.m1,-7,0.851604021
aten_0.1.m1.24427.m1,-7,0.851604021
aten_0.1.m1.30112.m1,0,1
aten_0.1.m1.30112.m1,0,1
aten_0.1.m1.19090.m1,15,0.149700079
aten_0.1.m1.19090.m1,15,0.149700079
aten_0.1.m1.27509.m1,-5,1
aten_0.1.m1.27509.m1,-5,1
aten_0.1.m1.27509.m1,-1,1
aten_0.1.m1.27509.m1,-1,1
aten_0.1.m1.27205.m1,0,1
aten_0.1.m1.21190.m1,3,1
aten_0.1.m1.19581.m1,10,0.745503719
aten_0.1.m1.22394.m1,0,1
aten_0.1.m1.772.m1,14,0.086699178
aten_0.1.m1.7454.m1,0,1
aten_0.1.m1.30524.m1,0,1
aten_0.1.m1.4211.m1,-1,1
aten_0.1.m1.23570.m1,18,0.104684536
aten_0.1.m1.3038.m1,8,0.652288775
aten_0.1.m1.14010.m1,-8,0.870532016
aten_0.1.m1.14010.m1,-8,0.870532016
aten_0.1.m1.12748.m1,9,0.779650108
aten_0.1.m1.12748.m1,9,0.779650108
aten_0.1.m1.18418.m1,10,0.439138548
aten_0.1.m1.18418.m1,10,0.439138548
aten_0.1.m1.23130.m1,0,1
aten_0.1.m1.4433.m1,6,1
aten_0.1.m1.7240.m1,4,1
aten_0.1.m1.8445.m1,-3,1
aten_0.1.m1.13985.m1,0,1
aten_0.1.m1.20842.m1,2,1
aten_0.1.m1.26323.m1,10,0.707849019
aten_0.1.m1.24495.m1,1,1
aten_0.1.m1.31702.m1,-4,1
aten_0.1.m1.21596.m1,-26,0.000290949
aten_0.1.m1.12204.m1,0,1
aten_0.1.m1.26472.m1,0,1
aten_0.1.m1.5888.m1,0,1
aten_0.1.m1.5142.m1,3,1
aten_0.1.m1.5142.m1,3,1
aten_0.1.m1.632.m1,-16,0.027091399
aten_0.1.m1.291.m1,-1,1
aten_0.1.m1.27759.m1,1,1
aten_0.1.m1.27759.m1,1,1
aten_0.1.m1.24399.m1,0,1
aten_0.1.m1.29399.m1,4,1
aten_0.1.m1.14572.m1,0,1
aten_0.1.m1.3044.m1,-3,1
aten_0.1.m1.3044.m1,-3,1
aten_0.1.m1.7762.m1,4,1
aten_0.1.m1.18892.m1,-12,0.119871224
aten_0.1.m1.23393.m1,21,0.040694637
aten_0.1.m1.27759.m1,6,0.958489725
aten_0.1.m1.14180.m1,0,1
aten_0.1.m1.4617.m1,0,1
aten_0.1.m1.4617.m1,0,1
aten_0.1.m1.10604.m1,-9,0.566425697
aten_0.1.m1.18734.m1,13,0.458998164
aten_0.1.m1.18734.m1,13,0.458998164
aten_0.1.m1.17605.m1,-1,1
aten_0.1.m1.16287.m1,4,1
aten_0.1.m1.9302.m1,-2,1
aten_0.1.m1.22871.m1,2,1
aten_0.1.m1.22871.m1,2,1
aten_0.1.m1.27352.m1,-15,0.309476867
aten_0.1.m1.6584.m1,-2,1
aten_0.1.m1.6584.m1,-2,1
aten_0.1.m1.12319.m1,2,1
aten_0.1.m1.1690.m1,-2,1
aten_0.1.m1.6844.m1,-7,1
aten_0.1.m1.12107.m1,0,1
aten_0.1.m1.12107.m1,0,1
aten_0.1.m1.6583.m1,-1,1
aten_0.1.m1.15344.m1,0,1
aten_0.1.m1.13947.m1,3,1
aten_0.1.m1.13479.m1,9,0.779650108
aten_0.1.m1.21712.m1,11,0.319154092
aten_0.1.m1.22985.m1,7,0.779650108
aten_0.1.m1.22985.m1,7,0.779650108
aten_0.1.m1.13403.m1,0,1
aten_0.1.m1.18156.m1,0,1
aten_0.1.m1.18156.m1,0,1
aten_0.1.m1.611.m1,-1,1
aten_0.1.m1.1355.m1,-2,1
aten_0.1.m1.1355.m1,-2,1
aten_0.1.m1.8602.m1,-3,1
aten_0.1.m1.23637.m1,0,1
aten_0.1.m1.23637.m1,0,1
aten_0.1.m1.9137.m1,-26,0.01117112
aten_0.1.m1.23363.m1,0,1
aten_0.1.m1.8457.m1,0,1
aten_0.1.m1.31614.m1,7,0.679571511
aten_0.1.m1.25663.m1,13,0.458998164
aten_0.1.m1.14947.m1,-3,1
aten_0.1.m1.14947.m1,-3,1
aten_0.1.m1.1617.m1,-1,1
aten_0.1.m1.1617.m1,-1,1
aten_0.1.m1.1811.m1,0,1
aten_0.1.m1.6111.m1,4,1
aten_0.1.m1.2724.m1,-1,1
aten_0.1.m1.2724.m1,-1,1
aten_0.1.m1.17396.m1,0,1
aten_0.1.m1.436.m1,0,1
aten_0.1.m1.2123.m1,-1,1
aten_0.1.m1.19863.m1,0,1
aten_0.1.m1.17560.m1,0,1
aten_0.1.m1.2444.m1,-5,1
aten_0.1.m1.18731.m1,7,0.779650108
aten_0.1.m1.32841.m1,-5,0.895693191
aten_0.1.m1.27351.m1,2,1
aten_0.1.m1.33022.m1,2,1
aten_0.1.m1.4241.m1,0,1
aten_0.1.m1.29467.m1,6,0.958489725
aten_0.1.m1.21733.m1,2,1
aten_0.1.m1.27523.m1,9,0.566425697
aten_0.1.m1.27523.m1,9,0.566425697
aten_0.1.m1.22739.m1,6,0.83694844
aten_0.1.m1.18786.m1,0,1
aten_0.1.m1.11062.m1,0,1
aten_0.1.m1.28989.m1,2,1
aten_0.1.m1.18073.m1,16,0.139852502
aten_0.1.m1.19704.m1,0,1
aten_0.1.m1.16399.m1,4,1
aten_0.1.m1.29698.m1,0,1
aten_0.1.m1.1816.m1,1,1
aten_0.1.m1.1816.m1,1,1
aten_0.1.m1.21015.m1,2,1
aten_0.1.m1.19739.m1,9,0.831973842
aten_0.1.m1.32154.m1,-1,1
aten_0.1.m1.32154.m1,-1,1
aten_0.1.m1.1278.m1,2,1
aten_0.1.m1.1278.m1,2,1
aten_0.1.m1.7.m1,0,1
aten_0.1.m1.25666.m1,0,1
aten_0.1.m1.25666.m1,0,1
aten_0.1.m1.14253.m1,0,1
aten_0.1.m1.17507.m1,0,1
aten_0.1.m1.113.m1,0,1
aten_0.1.m1.24298.m1,3,1
aten_0.1.m1.27342.m1,13,0.205980253
aten_0.1.m1.7230.m1,-1,1
aten_0.1.m1.2478.m1,2,1
aten_0.1.m1.2478.m1,2,1
aten_0.1.m1.15220.m1,0,1
aten_0.1.m1.9088.m1,-3,1
aten_0.1.m1.20362.m1,5,1
aten_0.1.m1.124.m1,0,1
aten_0.1.m1.124.m1,0,1
aten_0.1.m1.4176.m1,-3,0.823946746
aten_0.1.m1.11620.m1,2,1
aten_0.1.m1.27509.m1,-7,0.779650108
aten_0.1.m1.25143.m1,-10,0.503957807
aten_0.1.m1.25143.m1,-10,0.503957807
aten_0.1.m1.9869.m1,0,1
aten_0.1.m1.3207.m1,0,1
aten_0.1.m1.12439.m1,-7,0.779650108
aten_0.1.m1.12439.m1,-7,0.779650108
aten_0.1.m1.26088.m1,-7,1
aten_0.1.m1.26088.m1,-7,1
aten_0.1.m1.988.m1,0,1
aten_0.1.m1.3407.m1,-11,0.407410228
aten_0.1.m1.3407.m1,-11,0.407410228
aten_0.1.m1.20221.m1,0,1
aten_0.1.m1.8222.m1,-7,1
aten_0.1.m1.8222.m1,-7,1
aten_0.1.m1.11232.m1,-1,1
aten_0.1.m1.11232.m1,-1,1
aten_0.1.m1.22734.m1,7,0.958489725
aten_0.1.m1.22734.m1,7,0.958489725
aten_0.1.m1.19347.m1,0,1
aten_0.1.m1.22550.m1,0,1
aten_0.1.m1.4543.m1,0,1
aten_0.1.m1.16061.m1,-4,1
aten_0.1.m1.2903.m1,-16,0.072067257
aten_0.1.m1.2903.m1,-16,0.072067257
aten_0.1.m1.1189.m1,9,0.566425697
aten_0.1.m1.1189.m1,9,0.566425697
aten_0.1.m1.26313.m1,0,1
aten_0.1.m1.26313.m1,0,1
aten_0.1.m1.19344.m1,11,0.260297624
aten_0.1.m1.19344.m1,11,0.260297624
aten_0.1.m1.16564.m1,0,1
aten_0.1.m1.33659.m1,8,0.883172472
aten_0.1.m1.33659.m1,8,0.883172472
aten_0.1.m1.31277.m1,0,1
aten_0.1.m1.31277.m1,0,1
aten_0.1.m1.10606.m1,0,1
aten_0.1.m1.30691.m1,3,0.823946746
aten_0.1.m1.1813.m1,0,1
aten_0.1.m1.1813.m1,0,1
aten_0.1.m1.17070.m1,0,1
aten_0.1.m1.2141.m1,-1,1
aten_0.1.m1.2141.m1,-1,1
aten_0.1.m1.759.m1,0,1
aten_0.1.m1.22923.m1,7,1
aten_0.1.m1.22923.m1,7,1
aten_0.1.m1.20544.m1,0,1
aten_0.1.m1.27837.m1,0,1
aten_0.1.m1.13449.m1,0,1
aten_0.1.m1.14334.m1,0,1
aten_0.1.m1.14334.m1,0,1
aten_0.1.m1.32239.m1,9,0.507749831
aten_0.1.m1.5008.m1,0,1
aten_0.1.m1.5008.m1,0,1
aten_0.1.m1.18352.m1,0,1
aten_0.1.m1.25349.m1,-2,1
aten_0.1.m1.4910.m1,2,1
aten_0.1.m1.4383.m1,0,1
aten_0.1.m1.3056.m1,0,1
aten_0.1.m1.26571.m1,-5,0.686079772
aten_0.1.m1.11058.m1,7,1
aten_0.1.m1.15431.m1,0,1
aten_0.1.m1.7997.m1,0,1
aten_0.1.m1.25544.m1,14,0.288759194
aten_0.1.m1.25544.m1,14,0.288759194
aten_0.1.m1.21308.m1,4,1
aten_0.1.m1.23827.m1,0,1
aten_0.1.m1.23827.m1,0,1
aten_0.1.m1.3654.m1,0,1
aten_0.1.m1.17518.m1,-17,0.000649686
aten_0.1.m1.17518.m1,-17,0.000649686
aten_0.1.m1.13608.m1,12,0.550791569
aten_0.1.m1.7602.m1,0,1
aten_0.1.m1.22673.m1,4,1
aten_0.1.m1.16142.m1,-3,1
aten_0.1.m1.43.m1,10,0.754414336
aten_0.1.m1.43.m1,10,0.754414336
aten_0.1.m1.31985.m1,1,1
aten_0.1.m1.31985.m1,1,1
aten_0.1.m1.6198.m1,-1,1
aten_0.1.m1.25161.m1,0,1
aten_0.1.m1.1717.m1,-13,0.458998164
aten_0.1.m1.28933.m1,0,1
aten_0.1.m1.29363.m1,-6,1
aten_0.1.m1.29363.m1,-6,1
aten_0.1.m1.17043.m1,0,1
aten_0.1.m1.21522.m1,-14,0.363096104
aten_0.1.m1.33672.m1,5,1
aten_0.1.m1.5267.m1,-11,0.650103753
aten_0.1.m1.5267.m1,-11,0.650103753
aten_0.1.m1.931.m1,0,1
aten_0.1.m1.19645.m1,-5,0.358799898
aten_0.1.m1.19645.m1,-5,0.358799898
aten_0.1.m1.29469.m1,-16,0.089528301
aten_0.1.m1.20217.m1,-5,1
aten_0.1.m1.27477.m1,-1,1
aten_0.1.m1.24619.m1,0,1
aten_0.1.m1.24619.m1,0,1
aten_0.1.m1.32878.m1,-4,1
aten_0.1.m1.9044.m1,0,1
aten_0.1.m1.9044.m1,0,1
aten_0.1.m1.9931.m1,-7,0.992876843
aten_0.1.m1.22005.m1,3,1
aten_0.1.m1.19386.m1,0,1
aten_0.1.m1.1153.m1,-6,0.225787622
aten_0.1.m1.1153.m1,-6,0.225787622
aten_0.1.m1.5896.m1,3,1
aten_0.1.m1.20045.m1,8,0.484738186
aten_0.1.m1.23363.m1,0,1
aten_0.1.m1.13176.m1,-17,0.161339034
aten_0.1.m1.13159.m1,0,1
aten_0.1.m1.17870.m1,6,0.958489725
aten_0.1.m1.1800.m1,1,1
aten_0.1.m1.1800.m1,1,1
aten_0.1.m1.10454.m1,0,1
aten_0.1.m1.13130.m1,19,0.041567311
aten_0.1.m1.27495.m1,0,1
aten_0.1.m1.25225.m1,0,1
aten_0.1.m1.15276.m1,19,0.082841021
aten_0.1.m1.15276.m1,19,0.082841021
aten_0.1.m1.9130.m1,0,1
aten_0.1.m1.9130.m1,0,1
aten_0.1.m1.17375.m1,0,1
aten_0.1.m1.18493.m1,3,1
aten_0.1.m1.18493.m1,3,1
aten_0.1.m1.19463.m1,4,1
aten_0.1.m1.19463.m1,4,1
aten_0.1.m1.27000.m1,-1,1
aten_0.1.m1.22860.m1,0,1
aten_0.1.m1.22860.m1,0,1
aten_0.1.m1.25597.m1,-1,1
aten_0.1.m1.25597.m1,-1,1
aten_0.1.m1.28240.m1,-14,0.0043086
aten_0.1.m1.14078.m1,0,1
aten_0.1.m1.4470.m1,0,1
aten_0.1.m1.6320.m1,3,1
aten_0.1.m1.32004.m1,-6,1
aten_0.1.m1.21257.m1,0,1
aten_0.1.m1.26325.m1,2,1
aten_0.1.m1.19852.m1,0,1
aten_0.1.m1.19852.m1,0,1
aten_0.1.m1.25024.m1,13,0.1474446
aten_0.1.m1.21115.m1,0,1
aten_0.1.m1.34118.m1,0,1
aten_0.1.m1.34125.m1,0,1
aten_0.1.m1.14185.m1,0,1
aten_0.1.m1.12063.m1,4,1
aten_0.1.m1.12063.m1,4,1
aten_0.1.m1.24995.m1,2,1
aten_0.1.m1.24995.m1,2,1
aten_0.1.m1.18276.m1,13,0.225787622
aten_0.1.m1.18276.m1,13,0.225787622
aten_0.1.m1.31255.m1,0,1
aten_0.1.m1.25963.m1,3,1
aten_0.1.m1.25963.m1,3,1
aten_0.1.m1.20666.m1,0,1
aten_0.1.m1.6516.m1,0,1
aten_0.1.m1.6516.m1,0,1
aten_0.1.m1.30473.m1,0,1
aten_0.1.m1.17424.m1,0,1
aten_0.1.m1.30092.m1,10,0.714891027
aten_0.1.m1.30092.m1,10,0.714891027
aten_0.1.m1.8775.m1,-1,1
aten_0.1.m1.10278.m1,0,1
aten_0.1.m1.11743.m1,0,1
aten_0.1.m1.11736.m1,0,1
aten_0.1.m1.14039.m1,-2,1
aten_0.1.m1.14039.m1,-2,1
aten_0.1.m1.237.m1,2,1
aten_0.1.m1.13315.m1,-7,0.919324265
aten_0.1.m1.2803.m1,0,1
aten_0.1.m1.24816.m1,-4,1
aten_0.1.m1.21200.m1,-7,1
aten_0.1.m1.21200.m1,-7,1
aten_0.1.m1.29466.m1,0,1
aten_0.1.m1.5992.m1,-1,1
aten_0.1.m1.5992.m1,-1,1
aten_0.1.m1.10413.m1,0,1
aten_0.1.m1.11614.m1,0,1
aten_0.1.m1.11614.m1,0,1
aten_0.1.m1.21008.m1,9,0.507749831
aten_0.1.m1.14453.m1,0,1
aten_0.1.m1.14453.m1,0,1
aten_0.1.m1.25001.m1,0,1
aten_0.1.m1.12872.m1,2,1
aten_0.1.m1.12872.m1,2,1
aten_0.1.m1.12842.m1,0,1
aten_0.1.m1.12842.m1,0,1
aten_0.1.m1.19855.m1,-10,0.030051604
aten_0.1.m1.19855.m1,-10,0.030051604
aten_0.1.m1.2462.m1,0,1
aten_0.1.m1.29813.m1,-16,0.027091399
aten_0.1.m1.29813.m1,-16,0.027091399
aten_0.1.m1.17195.m1,2,1
aten_0.1.m1.5722.m1,-3,1
aten_0.1.m1.26251.m1,0,1
aten_0.1.m1.25626.m1,-7,1
aten_0.1.m1.25626.m1,0,1
aten_0.1.m1.16897.m1,-2,1
aten_0.1.m1.16164.m1,0,1
aten_0.1.m1.12787.m1,-8,0.811388949
aten_0.1.m1.24805.m1,0,1
aten_0.1.m1.15024.m1,-1,1
aten_0.1.m1.21173.m1,-5,1
aten_0.1.m1.12352.m1,0,1
aten_0.1.m1.12352.m1,0,1
aten_0.1.m1.17197.m1,-1,1
aten_0.1.m1.33268.m1,-24,0.024409781
aten_0.1.m1.33268.m1,-24,0.024409781
aten_0.1.m1.21648.m1,7,0.823946746
aten_0.1.m1.27460.m1,-5,1
aten_0.1.m1.6647.m1,0,1
aten_0.1.m1.6642.m1,0,1
aten_0.1.m1.6647.m1,0,1
aten_0.1.m1.9871.m1,17,0.175805049
aten_0.1.m1.9871.m1,17,0.175805049
aten_0.1.m1.29680.m1,0,1
aten_0.1.m1.29680.m1,0,1
aten_0.1.m1.3629.m1,-10,0.758267114
aten_0.1.m1.6068.m1,-16,0.089528301
aten_0.1.m1.6068.m1,-16,0.089528301
aten_0.1.m1.28093.m1,-5,0.993433057
aten_0.1.m1.18558.m1,-14,0.288759194
aten_0.1.m1.799.m1,-1,1
aten_0.1.m1.19844.m1,0,1
aten_0.1.m1.19844.m1,0,1
aten_0.1.m1.23746.m1,0,1
aten_0.1.m1.12060.m1,-2,1
aten_0.1.m1.23977.m1,-4,1
aten_0.1.m1.15272.m1,0,1
aten_0.1.m1.2300.m1,-10,0.714891027
aten_0.1.m1.2300.m1,-10,0.714891027
aten_0.1.m1.20558.m1,0,1
aten_0.1.m1.20558.m1,0,1
aten_0.1.m1.33142.m1,-10,0.111508339
aten_0.1.m1.10210.m1,20,0.082841021
aten_0.1.m1.10210.m1,20,0.082841021
aten_0.1.m1.25554.m1,-12,0.119871224
aten_0.1.m1.25554.m1,-12,0.119871224
aten_0.1.m1.31734.m1,-14,0.320835368
aten_0.1.m1.31734.m1,-14,0.320835368
aten_0.1.m1.26999.m1,-14,0.200047928
aten_0.1.m1.23175.m1,4,1
aten_0.1.m1.22224.m1,14,0.358799898
aten_0.1.m1.26191.m1,4,0.779650108
aten_0.1.m1.30146.m1,7,0.823946746
aten_0.1.m1.17750.m1,0,1
aten_0.1.m1.495.m1,1,1
aten_0.1.m1.21250.m1,0,1
aten_0.1.m1.6779.m1,8,0.082841021
aten_0.1.m1.28266.m1,10,0.59504063
aten_0.1.m1.28266.m1,10,0.59504063
aten_0.1.m1.9011.m1,0,1
aten_0.1.m1.16063.m1,0,1
aten_0.1.m1.13592.m1,0,1
aten_0.1.m1.22467.m1,0,1
aten_0.1.m1.22467.m1,0,1
aten_0.1.m1.1617.m1,0,1
aten_0.1.m1.1617.m1,0,1
aten_0.1.m1.21233.m1,0,1
aten_0.1.m1.21233.m1,0,1
aten_0.1.m1.11578.m1,3,1
aten_0.1.m1.11578.m1,3,1
aten_0.1.m1.18042.m1,-17,0.030051604
aten_0.1.m1.18042.m1,-17,0.030051604
aten_0.1.m1.29385.m1,18,0.041567311
aten_0.1.m1.66.m1,-3,1
aten_0.1.m1.66.m1,-3,1
aten_0.1.m1.16663.m1,7,0.140360402
aten_0.1.m1.1131.m1,0,1
aten_0.1.m1.8500.m1,0,1
aten_0.1.m1.14453.m1,0,1
aten_0.1.m1.14453.m1,0,1
aten_0.1.m1.8453.m1,0,1
aten_0.1.m1.9813.m1,-3,0.823946746
aten_0.1.m1.348.m1,-2,1
aten_0.1.m1.14717.m1,-3,1
aten_0.1.m1.14717.m1,-3,1
aten_0.1.m1.25219.m1,3,1
aten_0.1.m1.26447.m1,0,1
aten_0.1.m1.4680.m1,0,1
aten_0.1.m1.21588.m1,4,1
aten_0.1.m1.18881.m1,0,1
aten_0.1.m1.33126.m1,0,1
aten_0.1.m1.11013.m1,2,1
aten_0.1.m1.16448.m1,4,1
aten_0.1.m1.4711.m1,0,1
aten_0.1.m1.4711.m1,0,1
aten_0.1.m1.26219.m1,10,0.707849019
aten_0.1.m1.12077.m1,4,1
aten_0.1.m1.12077.m1,4,1
aten_0.1.m1.6754.m1,0,1
aten_0.1.m1.11897.m1,-3,1
aten_0.1.m1.11897.m1,-3,1
aten_0.1.m1.6067.m1,-10,0.317102795
aten_0.1.m1.27351.m1,-1,1
aten_0.1.m1.1362.m1,0,1
aten_0.1.m1.7138.m1,-21,0.064286164
aten_0.1.m1.20820.m1,0,1
aten_0.1.m1.19450.m1,0,1
aten_0.1.m1.15711.m1,0,1
aten_0.1.m1.15711.m1,0,1
aten_0.1.m1.2615.m1,0,1
aten_0.1.m1.28596.m1,14,0.086699178
aten_0.1.m1.28596.m1,14,0.086699178
aten_0.1.m1.31255.m1,0,1
aten_0.1.m1.31255.m1,0,1
aten_0.1.m1.25252.m1,-1,1
aten_0.1.m1.11536.m1,-7,0.566425697
aten_0.1.m1.11536.m1,-7,0.566425697
aten_0.1.m1.32841.m1,7,1
aten_0.1.m1.22827.m1,-8,0.082841021
aten_0.1.m1.22827.m1,-8,0.082841021
aten_0.1.m1.4438.m1,0,1
aten_0.1.m1.9498.m1,-4,1
aten_0.1.m1.27346.m1,-7,1
aten_0.1.m1.16417.m1,-16,0.072067257
aten_0.1.m1.4276.m1,0,1
aten_0.1.m1.4276.m1,7,1
aten_0.1.m1.3551.m1,-2,1
aten_0.1.m1.26506.m1,7,1
aten_0.1.m1.30354.m1,0,1
aten_0.1.m1.12921.m1,0,1
aten_0.1.m1.20643.m1,-10,0.758267114
aten_0.1.m1.3128.m1,-10,0.239680874
aten_0.1.m1.3128.m1,-10,0.239680874
aten_0.1.m1.19013.m1,-10,0.030051604
aten_0.1.m1.19013.m1,-10,0.030051604
aten_0.1.m1.3084.m1,0,1
aten_0.1.m1.22763.m1,-7,1
aten_0.1.m1.22763.m1,-7,1
aten_0.1.m1.17235.m1,11,0.260297624
aten_0.1.m1.17235.m1,11,0.260297624
aten_0.1.m1.21904.m1,0,1
aten_0.1.m1.14731.m1,5,0.358799898
aten_0.1.m1.19230.m1,-6,0.225787622
aten_0.1.m1.5758.m1,0,1
aten_0.1.m1.1448.m1,5,1
aten_0.1.m1.4683.m1,0,1
aten_0.1.m1.8834.m1,7,0.958489725
aten_0.1.m1.3348.m1,-3,0.823946746
aten_0.1.m1.2874.m1,3,1
aten_0.1.m1.13901.m1,0,1
aten_0.1.m1.16540.m1,-5,1
aten_0.1.m1.2380.m1,-1,1
aten_0.1.m1.3505.m1,8,0.831973842
aten_0.1.m1.20757.m1,-17,0.000649686
aten_0.1.m1.14046.m1,-10,0.317102795
aten_0.1.m1.28356.m1,0,1
aten_0.1.m1.12990.m1,0,1
aten_0.1.m1.15784.m1,-18,0.035757436
aten_0.1.m1.25630.m1,0,1
aten_0.1.m1.25630.m1,0,1
aten_0.1.m1.12826.m1,-1,1
aten_0.1.m1.20267.m1,-10,0.758267114
aten_0.1.m1.20267.m1,-10,0.758267114
aten_0.1.m1.26984.m1,5,0.358799898
aten_0.1.m1.26984.m1,5,0.358799898
aten_0.1.m1.19619.m1,9,0.566425697
aten_0.1.m1.19619.m1,9,0.566425697
