Temp,Timepoint,Culture,type,Mom,Dad,mom_origin,dad_origin,region,maternal_mean,maternal_se,N,mean,sd,se,ci
Ambient,0,JEWBulkxPARBulk,bulk,JewellBulk,ParkeBulk,north,north,NA,NA,NA,3,100,0,0,0
Ambient,0,JEWBulkxSWIBulk,bulk,JewellBulk,SwitzerBulk,north,north,NA,NA,NA,3,100,0,0,0
Ambient,0,PALBulkxDAV6Bulk,bulk,PalmsBulk,Davies6Bulk,central,central,NA,NA,NA,6,100,0,0,0
Ambient,0,PAL2xDAV1,individual,Palms2,Davies1,central,central,NA,NA,NA,3,100,0,0,0
Ambient,0,PAL2xPAL5,individual,Palms2,Palms5,central,central,NA,NA,NA,3,100,0,0,0
Ambient,0,PAL4xDAV1,individual,Palms4,Davies1,central,central,NA,NA,NA,3,100,0,0,0
Ambient,0,PAL4xPAL2,individual,Palms4,Palms2,central,central,NA,NA,NA,3,100,0,0,0
Ambient,0,PAL5xPAL4,individual,Palms5,Palms4,central,central,NA,NA,NA,3,100,0,0,0
Ambient,0,PAR2xDAV8,individual,Parke2,Davies8,central,central,NA,NA,NA,3,100,0,0,0
Ambient,0,PAR2xPAR5,individual,Parke2,Parke5,north,north,NA,NA,NA,3,100,0,0,0
Ambient,0,PAR4xDAV1,individual,Parke4,Davies1,north,central,NA,NA,NA,3,100,0,0,0
Ambient,0,PAR4xPAR2,individual,Parke4,Parke2,north,north,NA,NA,NA,3,100,0,0,0
Ambient,0,PAR5xDAV10,individual,Parke5,Davies10,north,central,NA,NA,NA,3,100,0,0,0
Ambient,0,PAR5xDAV6,individual,Parke5,Davies6,north,central,NA,NA,NA,3,100,0,0,0
Ambient,0,PAR5xPAR4,individual,Parke5,Parke4,north,north,NA,NA,NA,3,100,0,0,0
Ambient,0,PAR6bulkxDAV6bulk,bulk,Parke6Bulk,Davies6bulk,central,central,NA,NA,NA,6,100,0,0,0
Ambient,0,PAR6bulkxPAR6bulk,bulk,Parke6Bulk,Parke6bulk,north,north,NA,NA,NA,6,100,0,0,0
Ambient,0,PARbulkxJEWbulk,bulk,ParkeBulk,Jewellbulk,north,north,NA,NA,NA,3,100,0,0,0
Ambient,0,PARBulkxSWIBulk,bulk,ParkeBulk,SwitzerBulk,north,north,NA,NA,NA,3,100,0,0,0
Ambient,0,SWI1xSWIVoucher,individual,Switzer1,SwitzerVoucher,north,north,NA,NA,NA,3,100,0,0,0
Ambient,0,SWI2xDAV1,individual,Switzer2,Davies1,north,central,NA,NA,NA,3,100,0,0,0
Ambient,0,SWI2xDAV10,individual,Switzer2,Davies10,north,central,NA,NA,NA,3,100,0,0,0
Ambient,0,SWI4xDAV8,individual,Switzer4,Davies8,north,central,NA,NA,NA,3,100,0,0,0
Ambient,0,SWI4xSWI7,individual,Switzer4,Switzer7,north,north,NA,NA,NA,3,100,0,0,0
Ambient,0,SWI6BulkxDAV6Bulk,bulk,Switzer6Bulk,Davies6Bulk,north,central,NA,NA,NA,6,100,0,0,0
Ambient,0,SWI6BulkxSWI6Bulk,bulk,Switzer6Bulk,Switzer6Bulk,north,north,NA,NA,NA,6,100,0,0,0
Ambient,0,SWI6xDAV1,individual,Switzer6,Davies1,north,central,NA,NA,NA,3,100,0,0,0
Ambient,0,SWI6xDAV12,individual,Switzer6,Davies12,north,central,NA,NA,NA,3,100,0,0,0
Ambient,0,SWI6xDAV4,individual,Switzer6,Davies4,north,central,NA,NA,NA,3,100,0,0,0
Ambient,0,SWI7xDAV10,individual,Switzer7,Davies10,north,central,NA,NA,NA,3,100,0,0,0
Ambient,0,SWI7xSWI6,individual,Switzer7,Switzer6,north,north,NA,NA,NA,3,100,0,0,0
Ambient,0,SWIBulkxJEWBulk,bulk,SwitzerBulk,JewellBulk,north,north,NA,NA,NA,3,100,0,0,0
Ambient,0,SWIBulkxPARBulk,bulk,SwitzerBulk,ParkeBulk,north,north,NA,NA,NA,3,100,0,0,0
Ambient,1,DAV12xDAV1,individual,Davies12,Davies1,central,central,NA,NA,NA,3,66.66666667,53.46338311,30.86709863,132.8104062
Ambient,1,DAV13xDAV1,individual,Davies13,Davies1,central,central,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,DAV1xDAV8,individual,Davies1,Davies8,central,central,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,DAV6xDAV1,individual,Davies6,Davies1,central,central,NA,NA,NA,3,100,0,0,0
Ambient,1,DAV8xDAV10,individual,Davies8,Davies10,central,central,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,DAV8xDAV6,individual,Davies8,Davies6,central,central,NA,NA,NA,3,100,0,0,0
Ambient,1,JEW(bottom)xDAV6bulk,bulk,Jewell(bottom),Davies6bulk,north,central,NA,NA,NA,6,99.16666667,2.041241452,0.833333333,2.14215153
Ambient,1,JEW2xDAV1,individual,Jewell2,Davies1,north,central,NA,NA,NA,3,96.66666667,2.886751346,1.666666667,7.171087883
Ambient,1,JEW2xDAV13,individual,Jewell2,Davies13,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,JEW2xJEW8,individual,Jewell2,Jewell8,north,north,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,JEW2xPAL1,individual,Jewell2,Palms1,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,JEW2xPAL4,individual,Jewell2,Palms4,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,JEW2xPAL5,individual,Jewell2,Palms5,north,central,NA,NA,NA,3,93.33333333,5.773502692,3.333333333,14.34217577
Ambient,1,JEW3xDAV1,individual,Jewell3,Davies1,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,JEW3xPAL1,individual,Jewell3,Palms1,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,JEW5xPAL1,individual,Jewell5,Palms1,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,JEW6xDAV1,individual,Jewell6,Davies1,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,JEW6xPAL1,individual,Jewell6,Palms1,north,central,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,JEW6xPAL4,individual,Jewell6,Palms4,north,central,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,JEW7xDAV1,individual,Jewell7,Davies1,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,JEW8xDAV1,individual,Jewell8,Davies1,north,central,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,JEW8xDAV10,individual,Jewell8,Davies10,north,central,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,JEW8xDAV13,individual,Jewell8,Davies13,north,central,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,JEW8xDAV6,individual,Jewell8,Davies6,north,central,NA,NA,NA,3,95,5,2.886751346,12.42068856
Ambient,1,JEW8xJEW2,individual,Jewell8,Jewell2,north,north,NA,NA,NA,6,99.16666667,2.041241452,0.833333333,2.14215153
Ambient,1,JEW8xJEW3,individual,Jewell8,Jewell3,north,north,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,JEW8xPAL1,individual,Jewell8,Palms1,north,central,NA,NA,NA,3,96.66666667,5.773502692,3.333333333,14.34217577
Ambient,1,JEW8xPAL4,individual,Jewell8,Palms4,north,central,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,JEW8xPAL5,individual,Jewell8,Palms5,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,JEWBulkxPARBulk,bulk,JewellBulk,ParkeBulk,north,north,NA,NA,NA,3,100,0,0,0
Ambient,1,JEWBulkxSWIBulk,bulk,JewellBulk,SwitzerBulk,north,north,NA,NA,NA,3,100,0,0,0
Ambient,1,PALBulkxDAV6Bulk,bulk,PalmsBulk,Davies6Bulk,central,central,NA,NA,NA,6,99.16666667,2.041241452,0.833333333,2.14215153
Ambient,1,PAL2xDAV1,individual,Palms2,Davies1,central,central,NA,NA,NA,3,100,0,0,0
Ambient,1,PAL2xPAL5,individual,Palms2,Palms5,central,central,NA,NA,NA,3,100,0,0,0
Ambient,1,PAL4xDAV1,individual,Palms4,Davies1,central,central,NA,NA,NA,3,100,0,0,0
Ambient,1,PAL4xPAL2,individual,Palms4,Palms2,central,central,NA,NA,NA,3,100,0,0,0
Ambient,1,PAL5xPAL4,individual,Palms5,Palms4,central,central,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,PAR2xDAV8,individual,Parke2,Davies8,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,PAR2xPAR5,individual,Parke2,Parke5,north,north,NA,NA,NA,3,100,0,0,0
Ambient,1,PAR4xDAV1,individual,Parke4,Davies1,north,central,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,PAR4xPAR2,individual,Parke4,Parke2,north,north,NA,NA,NA,3,100,0,0,0
Ambient,1,PAR5xDAV10,individual,Parke5,Davies10,north,central,NA,NA,NA,3,96.66666667,2.886751346,1.666666667,7.171087883
Ambient,1,PAR5xDAV6,individual,Parke5,Davies6,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,PAR5xPAR4,individual,Parke5,Parke4,north,north,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,PAR6bulkxDAV6bulk,bulk,Parke6Bulk,Davies6bulk,north,central,NA,NA,NA,6,99.16666667,2.041241452,0.833333333,2.14215153
Ambient,1,PAR6bulkxPAR6bulk,bulk,Parke6Bulk,Parke6bulk,north,north,NA,NA,NA,6,98.33333333,2.581988897,1.054092553,2.709631171
Ambient,1,PARbulkxJEWbulk,bulk,ParkeBulk,Jewellbulk,north,north,NA,NA,NA,3,100,0,0,0
Ambient,1,PARBulkxSWIBulk,bulk,ParkeBulk,SwitzerBulk,north,north,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,SWI1xSWIVoucher,individual,Switzer1,SwitzerVoucher,north,north,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,SWI2xDAV1,individual,Switzer2,Davies1,north,central,NA,NA,NA,3,96.66666667,2.886751346,1.666666667,7.171087883
Ambient,1,SWI2xDAV10,individual,Switzer2,Davies10,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,SWI4xDAV8,individual,Switzer4,Davies8,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,SWI4xSWI7,individual,Switzer4,Switzer7,north,north,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,SWI6BulkxDAV6Bulk,bulk,Switzer6Bulk,Davies6Bulk,north,central,NA,NA,NA,6,97.5,2.738612788,1.118033989,2.873997863
Ambient,1,SWI6BulkxSWI6Bulk,bulk,Switzer6Bulk,Switzer6Bulk,north,north,NA,NA,NA,6,100,0,0,0
Ambient,1,SWI6xDAV1,individual,Switzer6,Davies1,north,central,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,SWI6xDAV12,individual,Switzer6,Davies12,north,central,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,SWI6xDAV4,individual,Switzer6,Davies4,north,central,NA,NA,NA,0,NA,NA,NA,NA
Ambient,1,SWI7xDAV10,individual,Switzer7,Davies10,north,central,NA,NA,NA,3,100,0,0,0
Ambient,1,SWI7xSWI6,individual,Switzer7,Switzer6,north,north,NA,NA,NA,3,100,0,0,0
Ambient,1,SWIBulkxJEWBulk,bulk,SwitzerBulk,JewellBulk,north,north,NA,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,1,SWIBulkxPARBulk,bulk,SwitzerBulk,ParkeBulk,north,north,NA,NA,NA,3,95,5,2.886751346,12.42068856
Ambient,2,DAV12xDAV1,individual,Davies12,Davies1,central,central,central,NA,NA,3,64.92063492,56.70533561,32.73884078,140.8638627
Ambient,2,DAV13xDAV1,individual,Davies13,Davies1,central,central,central,NA,NA,3,101.6666667,2.886751346,1.666666667,7.171087883
Ambient,2,DAV1xDAV8,individual,Davies1,Davies8,central,central,central,NA,NA,3,95.3030303,4.553024,2.628689632,11.31033862
Ambient,2,DAV6xDAV1,individual,Davies6,Davies1,central,central,central,NA,NA,3,98.05555556,5.292377468,3.055555556,13.14699445
Ambient,2,DAV8xDAV10,individual,Davies8,Davies10,central,central,central,NA,NA,3,100,0,0,0
Ambient,2,DAV8xDAV6,individual,Davies8,Davies6,central,central,central,NA,NA,3,103.1746032,7.431979275,4.290855235,18.46205999
Ambient,2,JEW(bottom)xDAV6bulk,bulk,Jewell(bottom),Davies6bulk,north,central,hybrid,NA,NA,6,100,9.486832981,3.872983346,9.955820639
Ambient,2,JEW2xDAV1,individual,Jewell2,Davies1,north,central,hybrid,NA,NA,3,95,5,2.886751346,12.42068856
Ambient,2,JEW2xDAV13,individual,Jewell2,Davies13,north,central,hybrid,NA,NA,3,103.3333333,2.886751346,1.666666667,7.171087883
Ambient,2,JEW2xJEW8,individual,Jewell2,Jewell8,north,north,north,NA,NA,3,96.66666667,2.886751346,1.666666667,7.171087883
Ambient,2,JEW2xPAL1,individual,Jewell2,Palms1,north,central,hybrid,NA,NA,3,98.41269841,2.749286996,1.587301587,6.829607508
Ambient,2,JEW2xPAL4,individual,Jewell2,Palms4,north,central,hybrid,NA,NA,3,98.41269841,2.749286996,1.587301587,6.829607508
Ambient,2,JEW2xPAL5,individual,Jewell2,Palms5,north,central,hybrid,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,2,JEW3xDAV1,individual,Jewell3,Davies1,north,central,hybrid,NA,NA,3,100,5,2.886751346,12.42068856
Ambient,2,JEW3xPAL1,individual,Jewell3,Palms1,north,central,hybrid,NA,NA,3,100,0,0,0
Ambient,2,JEW5xPAL1,individual,Jewell5,Palms1,north,central,hybrid,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,2,JEW6xDAV1,individual,Jewell6,Davies1,north,central,hybrid,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,2,JEW6xPAL1,individual,Jewell6,Palms1,north,central,hybrid,NA,NA,3,101.6666667,7.637626158,4.409585518,18.97291517
Ambient,2,JEW6xPAL4,individual,Jewell6,Palms4,north,central,hybrid,NA,NA,3,100,0,0,0
Ambient,2,JEW7xDAV1,individual,Jewell7,Davies1,north,central,hybrid,NA,NA,3,100,0,0,0
Ambient,2,JEW8xDAV1,individual,Jewell8,Davies1,north,central,hybrid,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,2,JEW8xDAV10,individual,Jewell8,Davies10,north,central,hybrid,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,2,JEW8xDAV13,individual,Jewell8,Davies13,north,central,hybrid,NA,NA,3,101.6666667,2.886751346,1.666666667,7.171087883
Ambient,2,JEW8xDAV6,individual,Jewell8,Davies6,north,central,hybrid,NA,NA,3,91.82539683,2.759577564,1.593242849,6.855170694
Ambient,2,JEW8xJEW2,individual,Jewell8,Jewell2,north,north,north,NA,NA,6,99.12698413,3.690604196,1.506682854,3.873051577
Ambient,2,JEW8xJEW3,individual,Jewell8,Jewell3,north,north,north,NA,NA,3,96.66666667,2.886751346,1.666666667,7.171087883
Ambient,2,JEW8xPAL1,individual,Jewell8,Palms1,north,central,hybrid,NA,NA,3,96.66666667,5.773502692,3.333333333,14.34217577
Ambient,2,JEW8xPAL4,individual,Jewell8,Palms4,north,central,hybrid,NA,NA,3,98.41269841,2.749286996,1.587301587,6.829607508
Ambient,2,JEW8xPAL5,individual,Jewell8,Palms5,north,central,hybrid,NA,NA,3,93.41269841,2.957880183,1.70773292,7.34778171
Ambient,2,JEWBulkxPARBulk,bulk,JewellBulk,ParkeBulk,north,north,north,NA,NA,3,91.80469289,15.24942872,8.804261779,37.88168098
Ambient,2,JEWBulkxSWIBulk,bulk,JewellBulk,SwitzerBulk,north,north,north,NA,NA,3,85.5273752,6.975705037,4.027425181,17.32861195
Ambient,2,PALBulkxDAV6Bulk,bulk,PalmsBulk,Davies6Bulk,central,central,central,NA,NA,6,97.5,2.738612788,1.118033989,2.873997863
Ambient,2,PAL2xDAV1,individual,Palms2,Davies1,central,central,central,NA,NA,3,100,0,0,0
Ambient,2,PAL2xPAL5,individual,Palms2,Palms5,central,central,central,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,2,PAL4xDAV1,individual,Palms4,Davies1,central,central,central,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,2,PAL4xPAL2,individual,Palms4,Palms2,central,central,central,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,2,PAL5xPAL4,individual,Palms5,Palms4,central,central,central,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,2,PAR2xDAV8,individual,Parke2,Davies8,north,central,hybrid,NA,NA,3,100,0,0,0
Ambient,2,PAR2xPAR5,individual,Parke2,Parke5,north,north,north,NA,NA,3,96.74603175,2.820532642,1.62843528,7.006591503
Ambient,2,PAR4xDAV1,individual,Parke4,Davies1,north,central,hybrid,NA,NA,3,103.3333333,2.886751346,1.666666667,7.171087883
Ambient,2,PAR4xPAR2,individual,Parke4,Parke2,north,north,north,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,2,PAR5xDAV10,individual,Parke5,Davies10,north,central,hybrid,NA,NA,3,96.66666667,5.773502692,3.333333333,14.34217577
Ambient,2,PAR5xDAV6,individual,Parke5,Davies6,north,central,hybrid,NA,NA,3,93.33333333,5.773502692,3.333333333,14.34217577
Ambient,2,PAR5xPAR4,individual,Parke5,Parke4,north,north,north,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,2,PAR6bulkxDAV6bulk,bulk,Parke6Bulk,Davies6bulk,north,central,hybrid,NA,NA,6,99.24603175,4.739032371,1.934701864,4.973309469
Ambient,2,PAR6bulkxPAR6bulk,bulk,Parke6Bulk,Parke6bulk,north,north,north,NA,NA,6,95.91269841,8.60366513,3.512431581,9.028992821
Ambient,2,PARbulkxJEWbulk,bulk,ParkeBulk,Jewellbulk,north,north,north,NA,NA,3,87.37922705,7.114592737,4.107612032,17.67362812
Ambient,2,PARBulkxSWIBulk,bulk,ParkeBulk,SwitzerBulk,north,north,north,NA,NA,3,87.31884058,7.506560877,4.333914943,18.64733096
Ambient,2,SWI1xSWIVoucher,individual,Switzer1,SwitzerVoucher,north,north,north,NA,NA,0,NA,NA,NA,NA
Ambient,2,SWI2xDAV1,individual,Switzer2,Davies1,north,central,hybrid,NA,NA,3,100,0,0,0
Ambient,2,SWI2xDAV10,individual,Switzer2,Davies10,north,central,hybrid,NA,NA,3,95,5,2.886751346,12.42068856
Ambient,2,SWI4xDAV8,individual,Switzer4,Davies8,north,central,hybrid,NA,NA,3,101.6666667,2.886751346,1.666666667,7.171087883
Ambient,2,SWI4xSWI7,individual,Switzer4,Switzer7,north,north,north,NA,NA,3,100,0,0,0
Ambient,2,SWI6BulkxDAV6Bulk,bulk,Switzer6Bulk,Davies6Bulk,north,central,hybrid,NA,NA,6,99.16666667,3.763863264,1.536590743,3.949932252
Ambient,2,SWI6BulkxSWI6Bulk,bulk,Switzer6Bulk,Switzer6Bulk,north,north,north,NA,NA,6,96.66666667,2.581988897,1.054092553,2.709631171
Ambient,2,SWI6xDAV1,individual,Switzer6,Davies1,north,central,hybrid,NA,NA,3,98.33333333,2.886751346,1.666666667,7.171087883
Ambient,2,SWI6xDAV12,individual,Switzer6,Davies12,north,central,hybrid,NA,NA,0,NA,NA,NA,NA
Ambient,2,SWI6xDAV4,individual,Switzer6,Davies4,north,central,hybrid,NA,NA,0,NA,NA,NA,NA
Ambient,2,SWI7xDAV10,individual,Switzer7,Davies10,north,central,hybrid,NA,NA,3,98.41269841,2.749286996,1.587301587,6.829607508
Ambient,2,SWI7xSWI6,individual,Switzer7,Switzer6,north,north,north,NA,NA,3,98.41269841,2.749286996,1.587301587,6.829607508
Ambient,2,SWIBulkxJEWBulk,bulk,SwitzerBulk,JewellBulk,north,north,north,NA,NA,3,84.37417655,6.070164886,3.504611331,15.07912551
Ambient,2,SWIBulkxPARBulk,bulk,SwitzerBulk,ParkeBulk,north,north,north,NA,NA,3,76.06060606,12.10605112,6.989431876,30.07309814
Hot,0,DAV12xDAV1,individual,Davies12,Davies1,central,central,NA,NA,NA,3,100,0,0,0
Hot,0,DAV13xDAV1,individual,Davies13,Davies1,central,central,NA,NA,NA,3,100,0,0,0
Hot,0,DAV1xDAV8,individual,Davies1,Davies8,central,central,NA,NA,NA,3,100,0,0,0
Hot,0,DAV6xDAV1,individual,Davies6,Davies1,central,central,NA,NA,NA,3,100,0,0,0
Hot,0,DAV8xDAV10,individual,Davies8,Davies10,central,central,NA,NA,NA,3,100,0,0,0
Hot,0,DAV8xDAV6,individual,Davies8,Davies6,central,central,NA,NA,NA,3,100,0,0,0
Hot,0,JEW(bottom)xDAV6bulk,bulk,Jewell(bottom),Davies6bulk,north,central,NA,NA,NA,6,100,0,0,0
Hot,0,JEW2xDAV1,individual,Jewell2,Davies1,north,central,NA,NA,NA,3,100,0,0,0
Hot,0,JEW2xDAV13,individual,Jewell2,Davies13,north,central,NA,NA,NA,3,100,0,0,0
Hot,0,JEW2xJEW8,individual,Jewell2,Jewell8,north,north,NA,NA,NA,3,100,0,0,0
Hot,0,JEW2xPAL1,individual,Jewell2,Palms1,north,central,NA,NA,NA,3,100,0,0,0
Hot,0,JEW2xPAL4,individual,Jewell2,Palms4,north,central,NA,NA,NA,3,100,0,0,0
