MCMC	Heritability
1879	0.908046
1880	0.908046
1881	0.965517
1882	0.916667
1883	0.931034
1884	0.933908
1885	0.931034
1886	0.741379
1887	0.827586
1888	0.887931
1889	0.982759
1890	0.675287
1891	0.873563
1892	0.936782
1893	0.905172
1894	0.968391
1895	0.931034
1896	0.916667
1897	0.896552
1898	0.928161
1899	0.850575
1900	0.931034
1901	0.885057
1902	0.594828
1903	0.977011
1904	0.87931
1905	0.862069
1906	0.908046
1907	0.95977
1908	0.862069
1909	0.931034
1910	0.887931
1911	0.979885
1912	0.939655
1913	0.864943
1914	0.954023
1915	0.971264
1916	0.896552
1917	0.925287
1918	0.893678
1919	0.867816
1920	0.925287
1921	0.83046
1922	0.810345
1923	0.844828
1924	0.95977
1925	0.971264
1926	0.787356
1927	0.95977
1928	0.936782
1929	0.922414
1930	0.916667
1931	0.965517
1932	0.951149
1933	0.95977
1934	0.885057
1935	0.979885
1936	0.945402
1937	0.87069
1938	0.876437
1939	0.899425
1940	0.985632
1941	0.948276
1942	0.942529
1943	0.931034
1944	0.925287
1945	0.968391
1946	0.956897
1947	0.939655
1948	0.948276
1949	0.798851
1950	0.971264
1951	0.951149
1952	0.939655
1953	0.916667
1954	0.977011
1955	0.977011
1956	0.787356
1957	0.841954
1958	0.91092
1959	0.899425
1960	0.681034
1961	0.856322
1962	0.956897
1963	0.893678
1964	0.905172
1965	0.873563
1966	0.772989
1967	0.925287
1968	0.887931
1969	0.971264
1970	0.761494
1971	0.948276
1972	0.925287
1973	0.781609
1974	0.681034
1975	0.902299
1976	0.890805
1977	1
1978	0.887931
1979	0.948276
1980	0.985632
1981	0.841954
1982	0.908046
1983	0.939655
1984	0.896552
1985	0.862069
1986	0.933908
1987	0.87931
1988	0.916667
1989	0.87931
1990	0.87931
1991	0.83908
1992	0.971264
1993	0.770115
1994	0.798851
1995	0.543103
1996	0.896552
1997	0.965517
1998	0.833333
1999	0.649425
2000	0.971264
2001	0.936782
2002	0.925287
2003	0.908046
2004	0.885057
2005	0.956897
2006	0.977011
2007	0.974138
2008	0.951149
2009	0.741379
2010	0.87069
2011	0.801724
2012	0.936782
2013	0.956897
2014	0.91954
2015	0.876437
2016	0.948276
2017	0.856322
2018	0.885057
2019	0.948276
2020	0.954023
2021	0.971264
2022	0.965517
2023	0.95977
2024	0.908046
2025	0.942529
2026	0.876437
2027	0.933908
2028	0.951149
2029	0.847701
2030	0.758621
2031	0.686782
2032	0.936782
2033	0.988506
2034	0.988506
2035	0.850575
2036	0.876437
2037	0.942529
2038	0.916667
2039	0.882184
2040	0.922414
2041	0.922414
2042	0.922414
2043	0.905172
2044	0.962644
2045	0.956897
2046	0.951149
2047	0.945402
2048	0.928161
2049	0.882184
2050	0.867816
2051	0.954023
2052	0.882184
2053	0.956897
2054	0.985632
2055	0.761494
2056	0.913793
2057	0.922414
2058	0.942529
2059	0.954023
2060	0.956897
2061	0.948276
2062	0.945402
2063	0.928161
2064	0.939655
2065	0.821839
2066	0.968391
2067	0.91954
2068	0.905172
2069	0.962644
2070	0.876437
2071	0.850575
2072	0.939655
2073	0.91954
2074	0.864943
2075	0.954023
2076	0.968391
2077	0.951149
2078	0.896552
2079	0.922414
2080	0.945402
2081	0.867816
2082	0.942529
2083	0.922414
2084	0.856322
2085	0.95977
2086	0.896552
2087	0.893678
2088	0.744253
2089	1
2090	0.87931
2091	0.908046
2092	0.954023
2093	0.793103
2094	0.793103
2095	0.925287
2096	0.784483
2097	0.91092
2098	1
2099	0.936782
2100	0.83046
2101	0.962644
2102	0.936782
2103	0.974138
2104	0.804598
2105	0.928161
2106	0.79023
2107	0.867816
2108	0.833333
2109	0.933908
2110	0.939655
2111	0.962644
2112	0.821839
2113	0.864943
2114	0.902299
2115	0.942529
2116	0.62931
2117	0.95977
2118	0.652299
2119	1
2120	0.62931
2121	0.971264
2122	0.936782
2123	0.933908
2124	0.873563
2125	0.922414
2126	0.977011
2127	0.856322
2128	0.95977
2129	0.859195
2130	0.928161
2131	0.902299
2132	0.931034
2133	0.764368
2134	0.867816
2135	0.931034
2136	0.752874
2137	0.954023
2138	0.91092
2139	0.977011
2140	0.977011
2141	0.965517
2142	0.936782
2143	0.626437
2144	0.956897
2145	0.977011
2146	0.962644
2147	0.804598
2148	0.844828
2149	0.925287
2150	0.985632
2151	0.867816
2152	0.87069
2153	0.876437
2154	0.899425
2155	0.965517
2156	0.922414
2157	0.95977
2158	0.821839
2159	0.818966
2160	0.933908
2161	0.899425
2162	0.954023
2163	0.885057
2164	0.890805
2165	0.902299
2166	0.646552
2167	0.678161
2168	0.948276
2169	0.954023
2170	0.936782
2171	0.735632
2172	0.942529
2173	0.945402
2174	0.948276
2175	0.977011
2176	0.87069
2177	0.936782
2178	0.945402
2179	0.928161
2180	0.925287
2181	0.755747
2182	0.864943
2183	0.606322
2184	0.977011
2185	0.942529
2186	0.698276
2187	0.804598
2188	0.977011
2189	0.965517
2190	0.979885
2191	0.962644
2192	0.95977
2193	0.922414
2194	0.928161
2195	0.971264
2196	0.715517
2197	0.922414
2198	0.908046
2199	0.873563
2200	0.827586
2201	0.925287
2202	0.827586
2203	0.66954
2204	0.962644
2205	0.862069
2206	0.933908
2207	0.692529
2208	0.951149
2209	0.948276
2210	0.974138
2211	0.95977
2212	0.899425
2213	0.956897
2214	0.856322
2215	0.916667
2216	1
2217	0.948276
2218	0.942529
2219	0.945402
2220	0.965517
2221	0.942529
2222	0.95977
2223	0.971264
2224	0.916667
2225	0.965517
2226	0.968391
2227	0.841954
2228	0.841954
2229	0.962644
2230	0.925287
2231	0.974138
2232	0.948276
2233	0.936782
2234	0.977011
2235	0.859195
2236	0.951149
2237	0.706897
2238	0.913793
2239	0.951149
2240	0.793103
2241	0.948276
2242	0.859195
2243	0.974138
2244	0.95977
2245	0.793103
2246	0.856322
2247	0.908046
2248	0.893678
2249	0.962644
2250	0.902299
2251	0.902299
2252	0.902299
2253	0.79023
2254	0.939655
2255	0.942529
2256	0.933908
2257	0.70977
2258	0.913793
2259	0.91092
2260	0.928161
2261	0.893678
2262	0.948276
2263	0.942529
2264	0.859195
2265	0.75
2266	0.971264
2267	0.893678
2268	0.951149
2269	0.925287
2270	0.922414
2271	0.945402
2272	0.933908
2273	0.813218
2274	0.951149
2275	0.95977
2276	0.931034
2277	0.939655
2278	0.890805
2279	0.948276
2280	0.827586
2281	0.841954
2282	0.925287
2283	0.945402
2284	0.95977
2285	0.887931
2286	0.850575
2287	0.942529
2288	0.91092
2289	0.974138
2290	0.827586
2291	0.965517
2292	0.977011
2293	0.962644
2294	0.962644
2295	0.698276
2296	0.965517
2297	0.899425
2298	0.95977
2299	0.948276
2300	0.844828
2301	0.985632
2302	0.942529
2303	0.965517
2304	0.971264
2305	1
2306	0.79023
2307	0.956897
2308	0.945402
2309	0.945402
2310	0.936782
2311	0.902299
2312	0.965517
2313	0.936782
2314	0.859195
2315	0.853448
2316	0.87069
2317	0.956897
2318	0.968391
2319	0.954023
2320	0.948276
2321	0.936782
2322	0.948276
2323	0.873563
2324	0.913793
2325	0.818966
2326	0.933908
2327	0.931034
2328	0.632184
2329	0.994253
2330	0.945402
2331	0.913793
2332	0.916667
2333	0.942529
2334	0.925287
2335	0.965517
2336	0.864943
2337	0.813218
2338	0.962644
2339	0.727011
2340	0.816092
2341	1
2342	0.945402
2343	0.988506
2344	0.91954
2345	0.821839
2346	0.931034
2347	0.954023
2348	0.977011
2349	0.833333
2350	0.902299
2351	0.87931
2352	0.738506
2353	0.945402
2354	0.887931
2355	0.83908
2356	0.916667
2357	0.939655
2358	0.887931
2359	0.945402
2360	0.948276
2361	0.882184
2362	0.887931
2363	0.965517
2364	0.962644
2365	0.965517
2366	0.91954
2367	0.965517
2368	0.810345
2369	0.956897
2370	0.95977
2371	0.977011
2372	0.951149
2373	0.778736
2374	0.744253
2375	0.899425
2376	0.945402
2377	0.87069
2378	0.890805
2379	0.948276
2380	0.985632
2381	0.916667
2382	0.804598
2383	0.640805
2384	0.890805
2385	0.902299
2386	0.893678
2387	0.939655
2388	0.997126
2389	0.859195
2390	0.91954
2391	0.841954
2392	0.951149
2393	0.954023
2394	0.913793
2395	0.939655
2396	0.882184
2397	0.931034
2398	0.844828
2399	0.836207
2400	0.956897
2401	0.954023
2402	0.913793
2403	0.87931
2404	0.905172
2405	0.505747
2406	0.971264
2407	0.982759
2408	0.979885
2409	0.965517
2410	0.896552
2411	0.948276
2412	0.965517
2413	0.948276
2414	0.810345
2415	0.948276
2416	0.971264
2417	0.91954
2418	0.916667
2419	0.844828
2420	0.942529
2421	0.928161
2422	0.913793
2423	0.974138
2424	0.922414
2425	0.925287
2426	0.936782
2427	0.928161
2428	0.885057
2429	0.936782
2430	0.954023
2431	0.890805
2432	0.974138
2433	0.902299
2434	0.956897
2435	0.916667
2436	0.594828
2437	0.752874
2438	0.885057
2439	0.908046
2440	0.913793
2441	0.91954
2442	0.735632
2443	0.948276
2444	0.95977
2445	0.939655
2446	0.942529
2447	0.936782
2448	0.974138
2449	0.954023
2450	0.965517
2451	0.836207
2452	0.95977
2453	0.91954
2454	0.905172
2455	0.985632
2456	0.801724
2457	0.91954
2458	0.841954
2459	0.821839
2460	0.954023
2461	0.965517
2462	0.942529
2463	0.873563
2464	0.936782
2465	0.867816
2466	0.928161
2467	0.933908
2468	0.887931
2469	0.954023
2470	0.715517
2471	0.890805
2472	0.936782
2473	0.873563
2474	0.885057
2475	0.974138
2476	0.994253
2477	0.905172
2478	0.945402
2479	0.902299
2480	0.971264
2481	0.971264
2482	0.79023
2483	0.931034
2484	0.931034
2485	0.905172
2486	1
2487	0.841954
2488	0.965517
2489	0.882184
2490	0.982759
2491	0.908046
2492	0.974138
2493	0.87069
2494	0.850575
2495	0.971264
2496	0.971264
2497	0.913793
2498	0.922414
2499	0.882184
2500	0.931034
2501	0.951149
2502	0.887931
2503	0.942529
2504	0.942529
2505	0.738506
2506	0.810345
2507	0.965517
2508	0.704023
2509	0.798851
2510	0.954023
2511	0.968391
2512	0.968391
2513	0.890805
2514	0.827586
2515	0.942529
2516	0.931034
2517	0.91954
2518	0.948276
2519	0.922414
2520	0.91092
2521	0.91954
2522	0.867816
2523	0.974138
2524	0.824713
2525	0.873563
2526	0.939655
2527	0.913793
2528	0.982759
2529	0.988506
2530	0.908046
2531	0.821839
2532	0.775862
2533	0.95977
2534	0.899425
2535	0.925287
2536	0.91954
2537	0.936782
2538	0.965517
2539	0.939655
2540	0.942529
2541	0.652299
2542	0.933908
2543	0.899425
2544	0.810345
2545	0.95977
2546	0.931034
2547	0.66092
2548	0.91954
2549	0.968391
2550	0.896552
2551	0.965517
2552	0.761494
2553	0.925287
2554	0.971264
2555	0.968391
2556	0.850575
2557	0.977011
2558	0.902299
2559	0.916667
2560	0.954023
2561	0.979885
2562	0.977011
2563	0.974138
2564	0.939655
2565	0.965517
2566	0.933908
2567	0.951149
2568	0.968391
2569	0.913793
2570	0.982759
2571	0.979885
2572	0.83908
2573	0.95977
2574	0.933908
2575	0.91954
2576	0.933908
2577	0.954023
2578	0.781609
2579	0.968391
2580	0.850575
2581	0.902299
2582	0.87069
2583	0.864943
2584	0.902299
2585	0.942529
2586	0.936782
2587	0.75
2588	0.985632
2589	0.594828
2590	0.948276
2591	0.931034
2592	0.951149
2593	0.971264
2594	0.735632
2595	0.672414
2596	0.767241
2597	0.795977
2598	0.971264
2599	0.942529
2600	0.951149
2601	0.873563
2602	0.942529
2603	0.948276
2604	0.977011
2605	0.971264
2606	0.954023
2607	0.968391
2608	0.988506
2609	0.816092
2610	0.896552
2611	0.948276
2612	0.948276
2613	0.87069
2614	0.931034
2615	0.977011
2616	0.956897
2617	0.801724
2618	0.962644
2619	0.936782
2620	0.853448
2621	0.991379
2622	0.965517
2623	0.95977
2624	0.977011
2625	0.971264
2626	0.933908
2627	0.979885
2628	0.933908
2629	0.982759
2630	0.962644
2631	0.882184
2632	0.913793
2633	0.804598
2634	0.968391
2635	0.965517
2636	0.933908
2637	0.974138
2638	0.853448
2639	0.87931
2640	0.936782
2641	0.91092
2642	0.948276
2643	0.873563
2644	0.856322
2645	0.928161
2646	0.974138
2647	0.968391
2648	0.933908
2649	0.632184
2650	0.724138
2651	0.977011
2652	0.939655
2653	0.971264
2654	0.91954
2655	0.965517
2656	0.954023
2657	0.925287
2658	0.971264
2659	0.931034
2660	0.95977
2661	0.945402
2662	0.896552
2663	0.873563
2664	0.948276
2665	0.948276
2666	0.91092
2667	0.931034
2668	0.928161
2669	0.908046
2670	0.856322
2671	0.965517
2672	0.954023
2673	0.95977
2674	0.571839
2675	0.635057
2676	0.965517
2677	0.948276
2678	0.916667
2679	0.985632
2680	0.856322
2681	0.948276
2682	0.979885
2683	0.954023
2684	0.931034
2685	0.977011
2686	0.856322
2687	0.962644
2688	0.971264
2689	0.931034
2690	0.962644
2691	0.931034
2692	0.841954
2693	0.956897
2694	0.902299
2695	0.784483
2696	0.893678
2697	0.971264
2698	0.971264
2699	0.942529
2700	0.770115
2701	0.965517
2702	0.951149
2703	0.896552
2704	0.939655
2705	0.876437
2706	0.985632
2707	0.810345
2708	0.956897
2709	0.965517
2710	0.905172
2711	0.956897
2712	0.945402
2713	0.856322
2714	0.887931
2715	0.899425
2716	0.95977
2717	0.95977
2718	0.942529
2719	0.942529
2720	0.936782
2721	0.942529
2722	0.626437
2723	0.916667
2724	0.873563
2725	0.571839
2726	0.856322
2727	0.936782
2728	0.867816
2729	0.951149
2730	0.962644
2731	0.916667
2732	0.784483
2733	0.770115
2734	0.873563
2735	0.856322
2736	0.951149
2737	0.931034
2738	0.942529
2739	0.942529
2740	0.916667
2741	0.977011
2742	0.867816
2743	0.893678
2744	0.936782
2745	0.933908
2746	0.954023
2747	0.827586
2748	0.971264
2749	0.83046
2750	0.948276
2751	0.91092
2752	0.801724
2753	0.95977
2754	0.948276
2755	0.974138
2756	0.982759
2757	0.988506
2758	0.908046
2759	0.856322
2760	0.948276
2761	0.933908
2762	0.899425
2763	0.928161
2764	0.936782
2765	0.948276
2766	0.764368
2767	0.850575
2768	0.824713
2769	0.896552
2770	0.936782
2771	0.821839
2772	0.948276
2773	0.977011
2774	0.836207
2775	0.905172
2776	0.893678
2777	0.931034
2778	0.974138
2779	0.948276
2780	0.91092
2781	0.945402
2782	0.931034
2783	0.885057
2784	0.939655
2785	0.936782
2786	0.982759
2787	0.951149
2788	0.864943
2789	0.979885
2790	0.91954
2791	0.936782
2792	0.945402
2793	0.899425
2794	0.859195
2795	0.913793
2796	0.896552
2797	0.827586
2798	0.87069
2799	0.974138
2800	0.922414
2801	0.925287
2802	0.91092
2803	0.954023
2804	0.70977
2805	0.784483
2806	0.942529
2807	0.956897
2808	0.896552
2809	0.936782
2810	0.896552
2811	0.954023
2812	0.893678
2813	0.951149
2814	0.936782
2815	0.807471
2816	0.893678
2817	0.954023
2818	0.867816
2819	0.867816
2820	0.606322
2821	0.939655
2822	0.87069
2823	0.908046
2824	0.954023
2825	0.862069
2826	0.908046
2827	0.862069
2828	0.948276
2829	0.91954
2830	0.908046
2831	0.890805
2832	0.928161
2833	0.95977
2834	0.87069
2835	0.971264
2836	0.922414
2837	0.862069
2838	0.974138
2839	0.928161
2840	0.732759
2841	0.91954
2842	0.836207
2843	0.735632
2844	0.928161
2845	0.787356
2846	0.850575
2847	0.91954
2848	0.965517
2849	0.87931
2850	0.873563
2851	0.795977
2852	0.784483
2853	0.882184
2854	0.95977
2855	0.95977
2856	0.928161
2857	0.956897
2858	0.971264
2859	0.885057
2860	0.833333
2861	0.902299
2862	0.873563
2863	0.850575
2864	0.956897
2865	0.939655
2866	0.942529
2867	0.925287
2868	0.767241
2869	0.643678
2870	0.890805
2871	0.913793
2872	0.836207
2873	0.652299
2874	0.954023
2875	0.962644
2876	0.945402
2877	0.962644
2878	0.945402
2879	0.83046
2880	0.928161
2881	0.896552
2882	0.844828
2883	0.913793
2884	0.887931
2885	0.968391
2886	0.873563
2887	0.922414
2888	0.922414
2889	0.563218
2890	0.968391
2891	0.83046
2892	0.954023
2893	0.928161
2894	0.896552
2895	0.890805
2896	0.784483
2897	0.893678
2898	0.968391
2899	0.977011
2900	0.968391
2901	0.893678
2902	0.577586
2903	0.948276
2904	0.954023
2905	0.951149
2906	0.876437
2907	0.922414
2908	0.936782
2909	0.824713
2910	0.971264
2911	0.801724
2912	0.922414
2913	0.922414
2914	0.899425
2915	0.954023
2916	0.899425
2917	0.859195
2918	0.761494
2919	0.979885
2920	0.91092
2921	0.856322
2922	0.873563
2923	0.982759
2924	0.876437
2925	0.887931
2926	0.864943
2927	0.925287
2928	0.925287
2929	0.87931
2930	0.945402
2931	0.778736
2932	0.913793
2933	0.956897
2934	0.945402
2935	0.91954
2936	0.948276
2937	0.91954
2938	0.971264
2939	0.913793
2940	0.83046
2941	0.965517
2942	0.956897
2943	0.885057
2944	0.813218
2945	0.896552
2946	1
2947	1
2948	0.885057
2949	0.936782
2950	1
2951	0.91954
2952	0.962644
2953	0.965517
2954	0.971264
2955	0.885057
2956	0.95977
2957	0.954023
2958	0.925287
2959	0.928161
2960	0.95977
2961	0.945402
2962	0.945402
2963	0.942529
2964	0.982759
2965	0.873563
2966	0.885057
2967	0.896552
2968	0.933908
2969	0.79023
2970	0.873563
2971	0.936782
2972	0.925287
2973	0.91954
2974	0.954023
2975	0.864943
2976	0.951149
2977	0.945402
2978	0.899425
2979	0.841954
2980	0.87069
2981	0.836207
2982	0.916667
2983	0.974138
2984	0.979885
2985	0.933908
2986	0.66092
2987	0.787356
2988	0.908046
2989	0.899425
2990	0.985632
2991	0.893678
2992	0.908046
2993	0.916667
2994	0.735632
2995	0.908046
2996	0.945402
2997	0.954023
2998	0.988506
2999	0.977011
3000	0.663793
3001	0.873563
3002	0.928161
3003	0.954023
3004	0.977011
3005	0.856322
3006	0.968391
3007	0.818966
3008	0.933908
3009	0.988506
3010	0.962644
3011	0.816092
3012	0.850575
3013	0.979885
3014	0.741379
3015	0.908046
3016	0.83908
3017	0.890805
3018	0.902299
3019	0.606322
3020	0.896552
3021	0.945402
3022	0.856322
3023	0.882184
3024	0.942529
3025	0.844828
3026	0.954023
3027	0.948276
3028	0.876437
3029	0.885057
3030	0.778736
3031	0.767241
3032	0.617816
3033	0.977011
3034	0.893678
3035	0.807471
3036	0.982759
3037	0.767241
3038	0.908046
3039	0.899425
3040	0.853448
3041	0.954023
3042	0.833333
3043	0.896552
3044	0.922414
3045	0.965517
3046	0.95977
3047	0.974138
3048	0.925287
3049	0.948276
3050	0.931034
3051	0.968391
3052	0.867816
3053	0.954023
3054	0.971264
3055	0.925287
3056	0.933908
3057	0.982759
3058	0.813218
3059	0.778736
3060	0.928161
3061	0.956897
3062	0.948276
3063	0.890805
3064	0.864943
3065	0.977011
3066	0.896552
3067	0.91092
3068	0.928161
3069	0.956897
3070	0.925287
3071	0.968391
3072	0.942529
3073	0.939655
3074	0.962644
3075	0.936782
3076	0.939655
3077	0.954023
3078	0.844828
3079	0.936782
3080	0.933908
3081	0.951149
3082	0.859195
3083	0.936782
3084	0.925287
3085	0.979885
3086	0.844828
3087	0.856322
3088	0.954023
3089	0.804598
3090	0.689655
3091	0.942529
3092	0.899425
3093	0.908046
3094	0.83046
3095	0.965517
3096	0.882184
3097	0.945402
3098	0.936782
3099	0.778736
3100	1
3101	0.977011
3102	0.859195
3103	0.971264
3104	0.887931
3105	0.623563
3106	0.936782
3107	0.890805
3108	0.913793
3109	0.850575
3110	0.945402
3111	0.91092
3112	0.704023
3113	0.942529
3114	0.896552
3115	0.83908
3116	0.836207
3117	0.931034
3118	0.836207
3119	0.936782
3120	0.91954
3121	0.977011
3122	0.974138
3123	0.913793
3124	0.862069
3125	0.925287
3126	0.965517
3127	0.979885
3128	0.87931
3129	0.91092
3130	0.551724
3131	1
3132	0.847701
3133	0.864943
3134	0.902299
3135	0.913793
3136	0.928161
3137	0.968391
3138	0.965517
3139	0.988506
3140	0.951149
3141	0.951149
3142	0.824713
3143	1
3144	0.836207
3145	0.896552
3146	0.951149
3147	0.916667
3148	0.905172
3149	0.856322
3150	0.87069
3151	0.864943
3152	0.882184
3153	0.968391
3154	0.850575
3155	0.997126
3156	1
3157	0.997126
3158	0.813218
3159	0.965517
3160	0.853448
3161	0.885057
3162	0.979885
3163	0.965517
3164	0.962644
3165	0.905172
3166	0.962644
3167	0.83046
3168	0.971264
3169	0.974138
3170	0.974138
3171	0.948276
3172	0.896552
3173	0.807471
3174	0.91092
3175	0.997126
3176	0.95977
3177	0.962644
3178	0.936782
3179	0.833333
3180	0.902299
3181	0.956897
3182	0.956897
3183	0.968391
3184	0.968391
3185	0.905172
3186	0.974138
3187	0.913793
3188	0.873563
3189	0.893678
3190	0.885057
3191	0.810345
3192	0.991379
3193	0.931034
3194	0.850575
3195	0.95977
3196	0.646552
3197	0.87931
3198	0.859195
3199	0.899425
3200	0.977011
3201	0.956897
3202	0.775862
3203	0.994253
3204	0.882184
3205	0.873563
3206	0.936782
3207	0.793103
3208	0.836207
3209	0.971264
3210	0.741379
3211	0.859195
3212	0.91954
3213	0.758621
3214	0.936782
3215	0.948276
3216	0.931034
3217	0.977011
3218	0.977011
3219	0.862069
3220	0.968391
3221	0.954023
3222	0.704023
3223	0.936782
3224	0.954023
3225	0.925287
3226	1
3227	0.962644
3228	0.931034
3229	0.715517
3230	0.933908
3231	0.893678
3232	0.887931
3233	0.893678
3234	0.873563
3235	0.948276
3236	0.928161
3237	0.936782
3238	0.936782
3239	0.954023
3240	0.994253
3241	0.885057
3242	0.778736
3243	0.83908
3244	0.951149
3245	0.931034
3246	0.985632
3247	0.908046
3248	0.945402
3249	0.956897
3250	0.962644
3251	0.876437
3252	0.974138
3253	0.928161
3254	0.876437
3255	0.936782
3256	0.893678
3257	0.91954
3258	0.856322
3259	0.724138
3260	0.91092
3261	0.896552
3262	1
3263	0.982759
3264	0.945402
3265	0.922414
3266	0.887931
3267	0.864943
3268	0.833333
3269	0.758621
3270	0.925287
3271	0.956897
3272	0.715517
3273	0.922414
3274	0.908046
3275	0.931034
3276	0.971264
3277	0.988506
3278	0.971264
3279	0.75
3280	0.951149
3281	0.885057
3282	0.945402
3283	0.968391
3284	0.954023
3285	0.890805
3286	0.816092
3287	0.91954
3288	0.95977
3289	0.859195
3290	0.91092
3291	0.974138
3292	0.942529
3293	0.807471
3294	0.890805
3295	0.982759
3296	0.91954
3297	0.916667
3298	0.833333
3299	0.862069
3300	0.931034
3301	0.905172
3302	0.948276
3303	0.956897
3304	0.954023
3305	0.850575
3306	0.974138
3307	0.954023
3308	0.718391
3309	0.925287
3310	0.827586
3311	0.956897
3312	0.948276
3313	0.971264
3314	0.859195
3315	0.781609
3316	0.965517
3317	0.933908
3318	0.951149
3319	0.887931
3320	1
3321	0.954023
3322	0.951149
3323	0.83908
3324	0.867816
3325	0.954023
3326	0.890805
3327	0.95977
3328	0.807471
3329	0.968391
3330	0.91092
3331	0.83908
3332	0.948276
3333	0.775862
3334	0.91092
3335	0.916667
3336	0.916667
3337	0.974138
3338	0.956897
3339	0.931034
3340	1
3341	0.798851
3342	0.862069
3343	0.741379
3344	0.844828
3345	0.66092
3346	0.795977
3347	0.95977
3348	0.956897
3349	0.965517
3350	0.896552
3351	0.896552
3352	0.87931
3353	0.936782
3354	0.902299
3355	0.948276
3356	0.948276
3357	0.893678
3358	0.775862
3359	0.87931
3360	0.951149
3361	0.844828
3362	0.956897
3363	0.974138
3364	0.971264
3365	0.974138
3366	0.965517
3367	0.982759
3368	0.948276
3369	0.954023
3370	0.948276
3371	0.979885
3372	0.922414
3373	0.948276
3374	0.942529
3375	0.913793
3376	0.954023
3377	0.965517
3378	0.925287
3379	0.977011
3380	0.979885
3381	0.729885
3382	0.968391
3383	0.887931
3384	0.982759
3385	0.867816
3386	0.962644
3387	0.784483
3388	0.931034
3389	0.962644
3390	0.962644
3391	0.79023
3392	0.965517
3393	1
3394	0.936782
3395	0.905172
3396	0.974138
3397	0.718391
3398	0.956897
3399	0.971264
3400	0.968391
3401	0.902299
3402	0.922414
3403	0.818966
3404	0.784483
3405	0.974138
3406	0.956897
3407	0.928161
3408	0.87069
3409	0.971264
3410	0.793103
3411	0.91954
3412	0.942529
3413	0.91092
3414	0.928161
3415	0.965517
3416	0.678161
3417	1
3418	0.896552
3419	0.965517
3420	0.925287
3421	0.916667
3422	0.968391
3423	0.95977
3424	0.890805
3425	0.982759
3426	0.890805
3427	1
3428	0.813218
3429	0.971264
3430	0.979885
3431	0.925287
3432	0.91954
3433	0.738506
3434	0.956897
3435	0.965517
3436	0.893678
3437	0.936782
3438	0.913793
3439	0.95977
3440	0.850575
3441	0.931034
3442	0.876437
3443	0.91954
3444	0.784483
3445	0.612069
3446	0.87931
3447	0.913793
3448	0.859195
3449	0.896552
3450	0.948276
3451	0.922414
3452	0.95977
3453	0.902299
3454	0.979885
3455	0.939655
3456	0.91092
3457	0.95977
3458	0.939655
3459	0.821839
3460	0.908046
3461	0.836207
3462	0.942529
3463	0.982759
3464	0.971264
3465	0.965517
3466	0.951149
3467	0.965517
3468	0.962644
3469	0.968391
3470	0.933908
3471	0.933908
3472	0.962644
3473	0.893678
3474	0.939655
3475	0.971264
3476	0.936782
3477	0.772989
3478	0.862069
3479	1
3480	0.87931
3481	0.954023
3482	0.933908
3483	0.954023
3484	0.908046
3485	0.873563
3486	0.87069
3487	0.928161
3488	0.962644
3489	0.859195
3490	0.816092
3491	0.887931
3492	0.956897
3493	0.913793
3494	0.977011
3495	0.603448
3496	0.974138
3497	0.908046
3498	0.962644
3499	0.948276
3500	0.948276
3501	0.985632
3502	0.954023
3503	0.979885
3504	0.856322
3505	0.83908
3506	0.956897
3507	0.744253
3508	0.913793
3509	0.965517
3510	0.951149
3511	0.701149
3512	0.939655
3513	0.977011
3514	0.913793
3515	0.977011
3516	0.974138
3517	0.818966
3518	0.75
3519	0.931034
3520	0.945402
3521	0.738506
3522	0.945402
3523	0.951149
3524	0.804598
3525	0.925287
3526	0.922414
3527	1
3528	0.528736
3529	0.95977
3530	0.948276
3531	0.91954
3532	0.913793
3533	0.87069
3534	0.95977
3535	0.974138
3536	0.850575
3537	0.701149
3538	0.867816
3539	0.721264
3540	0.95977
3541	0.91954
3542	0.844828
3543	0.962644
3544	0.962644
3545	0.982759
3546	0.925287
3547	0.890805
3548	0.988506
3549	0.925287
3550	0.916667
3551	0.913793
3552	0.945402
3553	0.801724
3554	0.979885
3555	0.965517
3556	0.931034
3557	0.936782
3558	0.885057
3559	0.850575
3560	0.931034
3561	0.908046
3562	1
3563	0.956897
3564	0.844828
3565	0.70977
3566	1
3567	0.971264
3568	0.79023
3569	0.968391
3570	0.87069
3571	0.962644
3572	0.936782
3573	0.954023
3574	0.95977
3575	0.95977
3576	0.867816
3577	0.945402
3578	0.916667
3579	0.902299
3580	0.905172
3581	0.859195
3582	0.931034
3583	0.574713
3584	0.798851
3585	0.948276
3586	0.807471
3587	0.913793
3588	0.95977
3589	0.87931
3590	0.893678
3591	0.928161
3592	0.916667
3593	0.951149
3594	0.91092
3595	0.867816
3596	0.954023
3597	0.908046
3598	0.885057
3599	0.971264
3600	0.511494
3601	0.948276
3602	0.962644
3603	0.864943
3604	0.994253
3605	0.945402
3606	0.962644
3607	0.974138
3608	0.954023
3609	0.982759
3610	0.847701
3611	0.956897
3612	0.965517
3613	0.971264
3614	0.951149
3615	0.954023
3616	0.982759
3617	0.95977
3618	0.948276
3619	0.916667
3620	0.816092
3621	0.824713
3622	0.939655
3623	0.948276
3624	0.899425
3625	0.945402
3626	0.908046
3627	0.801724
3628	0.945402
3629	0.968391
3630	0.916667
3631	0.945402
3632	0.560345
3633	0.91954
3634	0.933908
3635	0.913793
3636	0.968391
3637	0.836207
