name	term	lev	seq	value
"phospholipase A2 activity"	GO:0004623	2	aten_0.1.m1.29814.m1	-7
"phospholipase A2 activity"	GO:0004623	2	aten_0.1.m1.11710.m1	0
"ribonucleoside-diphosphate reductase activity"	GO:0004748;GO:0061731;GO:0016728	5	aten_0.1.m1.28677.m1	0
"ribonucleoside-diphosphate reductase activity"	GO:0004748;GO:0061731;GO:0016728	5	aten_0.1.m1.8147.m1	-3
"ribonucleoside-diphosphate reductase activity"	GO:0004748;GO:0061731;GO:0016728	5	aten_0.1.m1.24323.m1	0
"calmodulin binding"	GO:0005516	2	aten_0.1.m1.20688.m1	0
"calmodulin binding"	GO:0005516	2	aten_0.1.m1.27864.m1	-25
"calmodulin binding"	GO:0005516	2	aten_0.1.m1.7250.m1	3
"calmodulin binding"	GO:0005516	2	aten_0.1.m1.4596.m1	0
"calmodulin binding"	GO:0005516	2	aten_0.1.m1.20035.m1	-5
"calmodulin binding"	GO:0005516	2	aten_0.1.m1.11302.m1	18
"calmodulin binding"	GO:0005516	2	aten_0.1.m1.4617.m1	0
"nucleotide-sugar transmembrane transporter activity"	GO:0005338	6	aten_0.1.m1.10307.m1	5
"nucleotide-sugar transmembrane transporter activity"	GO:0005338	6	aten_0.1.m1.15319.m1	4
"nucleotide-sugar transmembrane transporter activity"	GO:0005338	6	aten_0.1.m1.1859.m1	8
"iron ion binding"	GO:0005506	3	aten_0.1.m1.234.m1	0
"iron ion binding"	GO:0005506	3	aten_0.1.m1.29821.m1	-18
"iron ion binding"	GO:0005506	3	aten_0.1.m1.14582.m1	-11
"iron ion binding"	GO:0005506	3	aten_0.1.m1.16189.m1	0
"iron ion binding"	GO:0005506	3	aten_0.1.m1.19879.m1	0
"iron ion binding"	GO:0005506	3	aten_0.1.m1.19877.m1	13
"iron ion binding"	GO:0005506	3	aten_0.1.m1.9978.m1	-5
"iron ion binding"	GO:0005506	3	aten_0.1.m1.11194.m1	3
"iron ion binding"	GO:0005506	3	aten_0.1.m1.28071.m1	0
"iron ion binding"	GO:0005506	3	aten_0.1.m1.28771.m1	0
"nicotinate-nucleotide diphosphorylase (carboxylating) activity"	GO:0004514	2	aten_0.1.m1.4854.m1	4
"nicotinate-nucleotide diphosphorylase (carboxylating) activity"	GO:0004514	2	aten_0.1.m1.10959.m1	-5
"netrin receptor activity"	GO:0005042	2	aten_0.1.m1.23503.m1	0
"netrin receptor activity"	GO:0005042	2	aten_0.1.m1.27866.m1	-4
"netrin receptor activity"	GO:0005042	2	aten_0.1.m1.27886.m1	-1
"RNA polymerase II transcription factor binding"	GO:0001085	2	aten_0.1.m1.3796.m1	-14
"RNA polymerase II transcription factor binding"	GO:0001085	2	aten_0.1.m1.24735.m1	-1
"inward rectifier potassium channel activity"	GO:0005242	4	aten_0.1.m1.6454.m1	-13
"inward rectifier potassium channel activity"	GO:0005242	4	aten_0.1.m1.22182.m1	7
"cytochrome-c oxidase activity"	GO:0004129;GO:0009055;GO:0015002;GO:0016676;GO:0016675	3	aten_0.1.m1.30556.m1	2
"cytochrome-c oxidase activity"	GO:0004129;GO:0009055;GO:0015002;GO:0016676;GO:0016675	3	aten_0.1.m1.1470.m1	1
"cytochrome-c oxidase activity"	GO:0004129;GO:0009055;GO:0015002;GO:0016676;GO:0016675	3	aten_0.1.m1.32156.m1	12
"rDNA binding"	GO:0000182	2	aten_0.1.m1.11598.m1	7
"rDNA binding"	GO:0000182	2	aten_0.1.m1.27050.m1	-13
"mannosyltransferase activity"	GO:0000030	2	aten_0.1.m1.7817.m1	0
"mannosyltransferase activity"	GO:0000030	2	aten_0.1.m1.15379.m1	0
"mannosyltransferase activity"	GO:0000030	2	aten_0.1.m1.357.m1	0
"mannosyltransferase activity"	GO:0000030	2	aten_0.1.m1.12203.m1	0
"mannosyltransferase activity"	GO:0000030	2	aten_0.1.m1.3281.m1	0
"mannosyltransferase activity"	GO:0000030	2	aten_0.1.m1.6082.m1	-3
"mannosyltransferase activity"	GO:0000030	2	aten_0.1.m1.1462.m1	0
"mannosyltransferase activity"	GO:0000030	2	aten_0.1.m1.29855.m1	-15
"protein phosphorylated amino acid binding"	GO:0001784;GO:0045309;GO:0051219	4	aten_0.1.m1.22772.m1	15
"protein phosphorylated amino acid binding"	GO:0001784;GO:0045309;GO:0051219	4	aten_0.1.m1.1537.m1	-21
"NAD+ kinase activity"	GO:0003951	5	aten_0.1.m1.12832.m1	0
"NAD+ kinase activity"	GO:0003951	5	aten_0.1.m1.2463.m1	-4
"G protein-coupled adenosine receptor activity"	GO:0001609	3	aten_0.1.m1.6088.m1	-9
"G protein-coupled adenosine receptor activity"	GO:0001609	3	aten_0.1.m1.16294.m1	7
"G protein-coupled adenosine receptor activity"	GO:0001609	3	aten_0.1.m1.3345.m1	0
"G protein-coupled adenosine receptor activity"	GO:0001609	3	aten_0.1.m1.15663.m1	-5
"G protein-coupled adenosine receptor activity"	GO:0001609	3	aten_0.1.m1.4241.m1	0
"G protein-coupled adenosine receptor activity"	GO:0001609	3	aten_0.1.m1.15067.m1	-7
"G protein-coupled adenosine receptor activity"	GO:0001609	3	aten_0.1.m1.1270.m1	0
"transcription corepressor activity"	GO:0003714	3	aten_0.1.m1.28300.m1	-9
"transcription corepressor activity"	GO:0003714	3	aten_0.1.m1.9406.m1	0
"four-way junction DNA binding"	GO:0000400	4	aten_0.1.m1.4545.m1	0
"four-way junction DNA binding"	GO:0000400	4	aten_0.1.m1.15037.m1	0
"catalase activity"	GO:0004096	3	aten_0.1.m1.3937.m1	0
"catalase activity"	GO:0004096	3	aten_0.1.m1.3940.m1	-9
"catalase activity"	GO:0004096	3	aten_0.1.m1.8723.m1	-10
"catalase activity"	GO:0004096	3	aten_0.1.m1.8718.m1	0
"catalase activity"	GO:0004096	3	aten_0.1.m1.23489.m1	12
"catalase activity"	GO:0004096	3	aten_0.1.m1.28654.m1	9
"catalase activity"	GO:0004096	3	aten_0.1.m1.6434.m1	0
"catalase activity"	GO:0004096	3	aten_0.1.m1.11168.m1	0
"catalase activity"	GO:0004096	3	aten_0.1.m1.5919.m1	-11
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	GO:0016811	2	aten_0.1.m1.18761.m1	3
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	GO:0016811	2	aten_0.1.m1.26506.m1	2
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	GO:0016811	2	aten_0.1.m1.2065.m1	3
"catalytic activity, acting on a tRNA"	GO:0140101	3	aten_0.1.m1.10.m1	-15
"catalytic activity, acting on a tRNA"	GO:0140101	3	aten_0.1.m1.28618.m1	0
"catalytic activity, acting on a tRNA"	GO:0140101	3	aten_0.1.m1.28617.m1	0
"catalytic activity, acting on a tRNA"	GO:0140101	3	aten_0.1.m1.19814.m1	0
"catalytic activity, acting on a tRNA"	GO:0140101	3	aten_0.1.m1.11723.m1	0
"catalytic activity, acting on a tRNA"	GO:0140101	3	aten_0.1.m1.11975.m1	0
"intracellular ligand-gated ion channel activity"	GO:0005217	2	aten_0.1.m1.21648.m1	0
"intracellular ligand-gated ion channel activity"	GO:0005217	2	aten_0.1.m1.6387.m1	0
"intracellular ligand-gated ion channel activity"	GO:0005217	2	aten_0.1.m1.24204.m1	0
"adenylate cyclase inhibiting G protein-coupled glutamate receptor activity"	GO:0001640;GO:0098988	2	aten_0.1.m1.1811.m1	0
"adenylate cyclase inhibiting G protein-coupled glutamate receptor activity"	GO:0001640;GO:0098988	2	aten_0.1.m1.8332.m1	0
"adenylate cyclase inhibiting G protein-coupled glutamate receptor activity"	GO:0001640;GO:0098988	2	aten_0.1.m1.8309.m1	4
"adenylate cyclase inhibiting G protein-coupled glutamate receptor activity"	GO:0001640;GO:0098988	2	aten_0.1.m1.11104.m1	-1
"adenylate cyclase inhibiting G protein-coupled glutamate receptor activity"	GO:0001640;GO:0098988	2	aten_0.1.m1.25775.m1	-1
"phosphoric diester hydrolase activity"	GO:0008081	2	aten_0.1.m1.7828.m1	9
"phosphoric diester hydrolase activity"	GO:0008081	2	aten_0.1.m1.13999.m1	-4
"phosphoric diester hydrolase activity"	GO:0008081	2	aten_0.1.m1.10772.m1	-2
"ligand-gated sodium channel activity"	GO:0015280	3	aten_0.1.m1.19748.m1	-4
"ligand-gated sodium channel activity"	GO:0015280	3	aten_0.1.m1.15514.m1	1
"ligand-gated sodium channel activity"	GO:0015280	3	aten_0.1.m1.19742.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.14543.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.3937.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.3940.m1	-9
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.7478.m1	1
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.7059.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.28035.m1	-21
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.8723.m1	-10
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.3096.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.20699.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.32172.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.2874.m1	9
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.8718.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.5642.m1	-3
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.23489.m1	12
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.28036.m1	12
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.15565.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.7112.m1	19
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.28654.m1	9
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.32170.m1	2
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.6434.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.27983.m1	-12
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.3043.m1	26
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.11168.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.13071.m1	10
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.28020.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.5919.m1	-11
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.16280.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.7139.m1	11
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.1058.m1	5
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.1059.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.18047.m1	0
"antioxidant activity"	GO:0004601;GO:0016209;GO:0016684	2	aten_0.1.m1.14728.m1	4
"translation regulator activity, nucleic acid binding"	GO:0090079;GO:0045182	2	aten_0.1.m1.15.m1	14
"translation regulator activity, nucleic acid binding"	GO:0090079;GO:0045182	2	aten_0.1.m1.13167.m1	10
"translation regulator activity, nucleic acid binding"	GO:0090079;GO:0045182	2	aten_0.1.m1.2015.m1	7
"translation regulator activity, nucleic acid binding"	GO:0090079;GO:0045182	2	aten_0.1.m1.3228.m1	7
"translation regulator activity, nucleic acid binding"	GO:0090079;GO:0045182	2	aten_0.1.m1.22763.m1	-2
"translation regulator activity, nucleic acid binding"	GO:0090079;GO:0045182	2	aten_0.1.m1.3173.m1	-1
"translation regulator activity, nucleic acid binding"	GO:0090079;GO:0045182	2	aten_0.1.m1.1784.m1	5
"translation regulator activity, nucleic acid binding"	GO:0090079;GO:0045182	2	aten_0.1.m1.1137.m1	12
"translation regulator activity, nucleic acid binding"	GO:0090079;GO:0045182	2	aten_0.1.m1.22938.m1	3
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001;GO:0019198	5	aten_0.1.m1.6491.m1	0
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001;GO:0019198	5	aten_0.1.m1.5645.m1	23
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001;GO:0019198	5	aten_0.1.m1.5653.m1	10
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001;GO:0019198	5	aten_0.1.m1.5845.m1	0
"transmembrane receptor protein tyrosine phosphatase activity"	GO:0005001;GO:0019198	5	aten_0.1.m1.140.m1	0
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.5237.m1	0
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.10842.m1	0
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.30357.m1	0
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.22865.m1	2
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.30383.m1	0
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.12702.m1	0
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.10307.m1	5
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.18237.m1	-17
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.15336.m1	13
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.15319.m1	4
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.13176.m1	-17
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.5157.m1	0
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.9224.m1	-10
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.3239.m1	-2
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.26537.m1	-10
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.19582.m1	2
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.3026.m1	0
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.28929.m1	0
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.19690.m1	7
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.1859.m1	8
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.19011.m1	-19
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.30404.m1	2
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.26691.m1	0
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.8269.m1	0
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.15344.m1	0
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.26450.m1	16
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.17784.m1	-3
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.23773.m1	-21
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.30382.m1	0
"anion transmembrane transporter activity"	GO:0008509	2	aten_0.1.m1.32548.m1	1
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.1905.m1	6
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.650.m1	15
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.3180.m1	-8
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.19287.m1	-1
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.19455.m1	14
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.20004.m1	4
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.21516.m1	12
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.19865.m1	-21
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.2444.m1	-1
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.17629.m1	0
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.6019.m1	-7
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.9425.m1	6
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.31053.m1	0
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.1906.m1	3
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.17634.m1	0
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.6182.m1	-12
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.799.m1	-1
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.17369.m1	0
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.30985.m1	0
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.1781.m1	-8
"hydrolase activity, acting on glycosyl bonds"	GO:0004553;GO:0016798	4	aten_0.1.m1.25821.m1	0
"obsolete SH3/SH2 adaptor activity"	GO:0005070	-1	aten_0.1.m1.17899.m1	-12
"obsolete SH3/SH2 adaptor activity"	GO:0005070	-1	aten_0.1.m1.24427.m1	-7
"mRNA binding"	GO:0003730;GO:0003729	5	aten_0.1.m1.23026.m1	0
"mRNA binding"	GO:0003730;GO:0003729	5	aten_0.1.m1.14291.m1	18
"oxidoreductase activity, acting on NAD(P)H"	GO:0016651	3	aten_0.1.m1.11276.m1	-12
"oxidoreductase activity, acting on NAD(P)H"	GO:0016651	3	aten_0.1.m1.18047.m1	0
"oxidoreductase activity, acting on NAD(P)H"	GO:0016651	3	aten_0.1.m1.14728.m1	4
"oxidoreductase activity, acting on NAD(P)H"	GO:0016651	3	aten_0.1.m1.14076.m1	-6
"protein binding"	GO:0005515	2	aten_0.1.m1.13900.m1	-10
"protein binding"	GO:0005515	2	aten_0.1.m1.3589.m1	1
"protein binding"	GO:0005515	2	aten_0.1.m1.3796.m1	-14
"protein binding"	GO:0005515	2	aten_0.1.m1.12480.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.532.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.20688.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.11086.m1	5
"protein binding"	GO:0005515	2	aten_0.1.m1.19328.m1	1
"protein binding"	GO:0005515	2	aten_0.1.m1.10228.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.6700.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.18520.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.4507.m1	3
"protein binding"	GO:0005515	2	aten_0.1.m1.7422.m1	-7
"protein binding"	GO:0005515	2	aten_0.1.m1.24581.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.16417.m1	9
"protein binding"	GO:0005515	2	aten_0.1.m1.647.m1	-5
"protein binding"	GO:0005515	2	aten_0.1.m1.26363.m1	-1
"protein binding"	GO:0005515	2	aten_0.1.m1.21036.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.23541.m1	12
"protein binding"	GO:0005515	2	aten_0.1.m1.16401.m1	-5
"protein binding"	GO:0005515	2	aten_0.1.m1.5592.m1	9
"protein binding"	GO:0005515	2	aten_0.1.m1.27349.m1	13
"protein binding"	GO:0005515	2	aten_0.1.m1.2588.m1	4
"protein binding"	GO:0005515	2	aten_0.1.m1.23535.m1	-1
"protein binding"	GO:0005515	2	aten_0.1.m1.26585.m1	-15
"protein binding"	GO:0005515	2	aten_0.1.m1.14176.m1	-12
"protein binding"	GO:0005515	2	aten_0.1.m1.1502.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.13159.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.15111.m1	5
"protein binding"	GO:0005515	2	aten_0.1.m1.24735.m1	-1
"protein binding"	GO:0005515	2	aten_0.1.m1.2520.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.1813.m1	2
"protein binding"	GO:0005515	2	aten_0.1.m1.27864.m1	-25
"protein binding"	GO:0005515	2	aten_0.1.m1.6726.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.8488.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.22704.m1	11
"protein binding"	GO:0005515	2	aten_0.1.m1.25878.m1	6
"protein binding"	GO:0005515	2	aten_0.1.m1.7250.m1	3
"protein binding"	GO:0005515	2	aten_0.1.m1.33790.m1	-3
"protein binding"	GO:0005515	2	aten_0.1.m1.14148.m1	8
"protein binding"	GO:0005515	2	aten_0.1.m1.3077.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.5911.m1	15
"protein binding"	GO:0005515	2	aten_0.1.m1.15652.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.4911.m1	-5
"protein binding"	GO:0005515	2	aten_0.1.m1.7467.m1	4
"protein binding"	GO:0005515	2	aten_0.1.m1.18800.m1	7
"protein binding"	GO:0005515	2	aten_0.1.m1.8666.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.3025.m1	6
"protein binding"	GO:0005515	2	aten_0.1.m1.21997.m1	4
"protein binding"	GO:0005515	2	aten_0.1.m1.6166.m1	12
"protein binding"	GO:0005515	2	aten_0.1.m1.1227.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.24360.m1	-6
"protein binding"	GO:0005515	2	aten_0.1.m1.30253.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.22510.m1	11
"protein binding"	GO:0005515	2	aten_0.1.m1.7371.m1	-10
"protein binding"	GO:0005515	2	aten_0.1.m1.1835.m1	-6
"protein binding"	GO:0005515	2	aten_0.1.m1.22772.m1	15
"protein binding"	GO:0005515	2	aten_0.1.m1.1204.m1	7
"protein binding"	GO:0005515	2	aten_0.1.m1.156.m1	1
"protein binding"	GO:0005515	2	aten_0.1.m1.14137.m1	-5
"protein binding"	GO:0005515	2	aten_0.1.m1.4596.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.6728.m1	-1
"protein binding"	GO:0005515	2	aten_0.1.m1.12604.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.5976.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.31296.m1	-1
"protein binding"	GO:0005515	2	aten_0.1.m1.4168.m1	-3
"protein binding"	GO:0005515	2	aten_0.1.m1.1537.m1	-21
"protein binding"	GO:0005515	2	aten_0.1.m1.11994.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.14134.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.14144.m1	-8
"protein binding"	GO:0005515	2	aten_0.1.m1.18514.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.14386.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.14010.m1	-8
"protein binding"	GO:0005515	2	aten_0.1.m1.22639.m1	-13
"protein binding"	GO:0005515	2	aten_0.1.m1.4637.m1	9
"protein binding"	GO:0005515	2	aten_0.1.m1.20673.m1	-5
"protein binding"	GO:0005515	2	aten_0.1.m1.826.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.9813.m1	3
"protein binding"	GO:0005515	2	aten_0.1.m1.24142.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.4615.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.4613.m1	-4
"protein binding"	GO:0005515	2	aten_0.1.m1.33739.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.30056.m1	3
"protein binding"	GO:0005515	2	aten_0.1.m1.25817.m1	10
"protein binding"	GO:0005515	2	aten_0.1.m1.20035.m1	-5
"protein binding"	GO:0005515	2	aten_0.1.m1.30129.m1	2
"protein binding"	GO:0005515	2	aten_0.1.m1.513.m1	6
"protein binding"	GO:0005515	2	aten_0.1.m1.23536.m1	12
"protein binding"	GO:0005515	2	aten_0.1.m1.23358.m1	4
"protein binding"	GO:0005515	2	aten_0.1.m1.14136.m1	-2
"protein binding"	GO:0005515	2	aten_0.1.m1.602.m1	4
"protein binding"	GO:0005515	2	aten_0.1.m1.29907.m1	-1
"protein binding"	GO:0005515	2	aten_0.1.m1.16399.m1	4
"protein binding"	GO:0005515	2	aten_0.1.m1.26082.m1	6
"protein binding"	GO:0005515	2	aten_0.1.m1.30844.m1	10
"protein binding"	GO:0005515	2	aten_0.1.m1.28650.m1	3
"protein binding"	GO:0005515	2	aten_0.1.m1.25349.m1	-2
"protein binding"	GO:0005515	2	aten_0.1.m1.16576.m1	-4
"protein binding"	GO:0005515	2	aten_0.1.m1.9007.m1	-2
"protein binding"	GO:0005515	2	aten_0.1.m1.16774.m1	-14
"protein binding"	GO:0005515	2	aten_0.1.m1.19670.m1	2
"protein binding"	GO:0005515	2	aten_0.1.m1.18982.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.2726.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.23566.m1	-7
"protein binding"	GO:0005515	2	aten_0.1.m1.8087.m1	1
"protein binding"	GO:0005515	2	aten_0.1.m1.13406.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.30833.m1	-12
"protein binding"	GO:0005515	2	aten_0.1.m1.7384.m1	1
"protein binding"	GO:0005515	2	aten_0.1.m1.14142.m1	-13
"protein binding"	GO:0005515	2	aten_0.1.m1.21417.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.23485.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.14066.m1	-7
"protein binding"	GO:0005515	2	aten_0.1.m1.24420.m1	2
"protein binding"	GO:0005515	2	aten_0.1.m1.24372.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.1637.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.273.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.25139.m1	-4
"protein binding"	GO:0005515	2	aten_0.1.m1.1464.m1	23
"protein binding"	GO:0005515	2	aten_0.1.m1.7295.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.33642.m1	-12
"protein binding"	GO:0005515	2	aten_0.1.m1.11302.m1	18
"protein binding"	GO:0005515	2	aten_0.1.m1.25225.m1	-7
"protein binding"	GO:0005515	2	aten_0.1.m1.17493.m1	1
"protein binding"	GO:0005515	2	aten_0.1.m1.2213.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.14149.m1	-1
"protein binding"	GO:0005515	2	aten_0.1.m1.2067.m1	0
"protein binding"	GO:0005515	2	aten_0.1.m1.30841.m1	7
"protein binding"	GO:0005515	2	aten_0.1.m1.216.m1	1
"protein binding"	GO:0005515	2	aten_0.1.m1.4604.m1	12
"protein binding"	GO:0005515	2	aten_0.1.m1.4617.m1	0
