name	term	lev	seq	value
"cytoplasm"	GO:0005737	2	aten_0.1.m1.11743.m1	-5
"cytoplasm"	GO:0005737	2	aten_0.1.m1.6352.m1	-2
"cytoplasm"	GO:0005737	2	aten_0.1.m1.18478.m1	-1
"cytoplasm"	GO:0005737	2	aten_0.1.m1.10710.m1	-6
"cytoplasm"	GO:0005737	2	aten_0.1.m1.186.m1	12
"cytoplasm"	GO:0005737	2	aten_0.1.m1.21712.m1	4
"cytoplasm"	GO:0005737	2	aten_0.1.m1.19480.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.11786.m1	-20
"cytoplasm"	GO:0005737	2	aten_0.1.m1.24736.m1	-1
"cytoplasm"	GO:0005737	2	aten_0.1.m1.28090.m1	-1
"cytoplasm"	GO:0005737	2	aten_0.1.m1.32982.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.6537.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.5584.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.8955.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.33644.m1	-1
"cytoplasm"	GO:0005737	2	aten_0.1.m1.20205.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.10090.m1	-13
"cytoplasm"	GO:0005737	2	aten_0.1.m1.15100.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.30816.m1	13
"cytoplasm"	GO:0005737	2	aten_0.1.m1.26505.m1	-7
"cytoplasm"	GO:0005737	2	aten_0.1.m1.4966.m1	6
"cytoplasm"	GO:0005737	2	aten_0.1.m1.24801.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.11578.m1	3
"cytoplasm"	GO:0005737	2	aten_0.1.m1.5769.m1	2
"cytoplasm"	GO:0005737	2	aten_0.1.m1.3474.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.3467.m1	10
"cytoplasm"	GO:0005737	2	aten_0.1.m1.13408.m1	-18
"cytoplasm"	GO:0005737	2	aten_0.1.m1.7596.m1	-1
"cytoplasm"	GO:0005737	2	aten_0.1.m1.11630.m1	-5
"cytoplasm"	GO:0005737	2	aten_0.1.m1.28921.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.25138.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.10412.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.17435.m1	-8
"cytoplasm"	GO:0005737	2	aten_0.1.m1.22630.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.4504.m1	0
"cytoplasm"	GO:0005737	2	aten_0.1.m1.11042.m1	18
"cytoplasm"	GO:0005737	2	aten_0.1.m1.10931.m1	-5
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.4320.m1	4
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.21570.m1	7
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.11160.m1	0
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.9987.m1	1
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.25244.m1	0
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.18880.m1	12
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.6532.m1	0
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.29692.m1	17
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.9302.m1	-2
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.10862.m1	-4
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.6533.m1	24
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.1189.m1	9
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.20133.m1	13
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.912.m1	0
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.10846.m1	-7
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.2961.m1	6
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.6128.m1	0
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.20746.m1	-6
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.8275.m1	7
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.2253.m1	-22
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.570.m1	15
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.18445.m1	0
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.22875.m1	0
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.7487.m1	6
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.27443.m1	1
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.12498.m1	0
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.26121.m1	1
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.15044.m1	5
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.18439.m1	0
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.32419.m1	0
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.32155.m1	10
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.22893.m1	6
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.8045.m1	-11
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.323.m1	-3
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.407.m1	-5
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.26325.m1	-2
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.26948.m1	7
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.7303.m1	18
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.29903.m1	0
"intrinsic component of plasma membrane"	GO:0005887;GO:0031226	3	aten_0.1.m1.20753.m1	0
"SAGA complex"	GO:0000124;GO:0070461	5	aten_0.1.m1.1992.m1	8
"SAGA complex"	GO:0000124;GO:0070461	5	aten_0.1.m1.23281.m1	0
"nucleolus"	GO:0005730	2	aten_0.1.m1.1985.m1	0
"nucleolus"	GO:0005730	2	aten_0.1.m1.1339.m1	11
"nucleolus"	GO:0005730	2	aten_0.1.m1.16188.m1	2
"nucleolus"	GO:0005730	2	aten_0.1.m1.22654.m1	-4
"nucleolus"	GO:0005730	2	aten_0.1.m1.9159.m1	0
"nucleolus"	GO:0005730	2	aten_0.1.m1.32186.m1	0
"nucleolus"	GO:0005730	2	aten_0.1.m1.3252.m1	15
"nucleolus"	GO:0005730	2	aten_0.1.m1.22661.m1	1
"nucleolus"	GO:0005730	2	aten_0.1.m1.28057.m1	11
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.26523.m1	3
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.1167.m1	-12
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.10002.m1	4
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.8944.m1	11
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.3514.m1	-18
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.1200.m1	0
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.1168.m1	0
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.7235.m1	0
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.499.m1	0
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.9445.m1	0
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.3513.m1	4
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.1425.m1	-4
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.3518.m1	-15
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.32841.m1	7
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.28933.m1	0
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.31375.m1	0
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.14294.m1	0
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.7412.m1	0
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.14296.m1	0
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.25770.m1	0
"chromosomal region"	GO:0000775;GO:0098687	2	aten_0.1.m1.16018.m1	0
"proton-transporting two-sector ATPase complex, proton-transporting domain"	GO:0033177	3	aten_0.1.m1.18754.m1	1
"proton-transporting two-sector ATPase complex, proton-transporting domain"	GO:0033177	3	aten_0.1.m1.20786.m1	0
"endosome membrane"	GO:0010008	2	aten_0.1.m1.3122.m1	-18
"endosome membrane"	GO:0010008	2	aten_0.1.m1.31523.m1	-1
"endosome membrane"	GO:0010008	2	aten_0.1.m1.14785.m1	-4
"collagen trimer"	GO:0005581	2	aten_0.1.m1.2158.m1	4
"collagen trimer"	GO:0005581	2	aten_0.1.m1.10652.m1	-3
"mitochondrial matrix"	GO:0005759	4	aten_0.1.m1.8939.m1	0
"mitochondrial matrix"	GO:0005759	4	aten_0.1.m1.2931.m1	-1
"mitochondrial matrix"	GO:0005759	4	aten_0.1.m1.14078.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.1797.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.4535.m1	21
"nucleus"	GO:0005634	3	aten_0.1.m1.7226.m1	1
"nucleus"	GO:0005634	3	aten_0.1.m1.4935.m1	3
"nucleus"	GO:0005634	3	aten_0.1.m1.19850.m1	2
"nucleus"	GO:0005634	3	aten_0.1.m1.10860.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.18786.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.2269.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.6399.m1	-1
"nucleus"	GO:0005634	3	aten_0.1.m1.21012.m1	2
"nucleus"	GO:0005634	3	aten_0.1.m1.26571.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.3357.m1	2
"nucleus"	GO:0005634	3	aten_0.1.m1.25785.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.4576.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.10930.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.6111.m1	4
"nucleus"	GO:0005634	3	aten_0.1.m1.12082.m1	1
"nucleus"	GO:0005634	3	aten_0.1.m1.6791.m1	-11
"nucleus"	GO:0005634	3	aten_0.1.m1.988.m1	10
"nucleus"	GO:0005634	3	aten_0.1.m1.22707.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.16563.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.11000.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.13909.m1	25
"nucleus"	GO:0005634	3	aten_0.1.m1.28811.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.24369.m1	8
"nucleus"	GO:0005634	3	aten_0.1.m1.16571.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.25046.m1	-4
"nucleus"	GO:0005634	3	aten_0.1.m1.28570.m1	-6
"nucleus"	GO:0005634	3	aten_0.1.m1.16641.m1	-5
"nucleus"	GO:0005634	3	aten_0.1.m1.24377.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.1736.m1	-3
"nucleus"	GO:0005634	3	aten_0.1.m1.14579.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.13898.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.1682.m1	15
"nucleus"	GO:0005634	3	aten_0.1.m1.8550.m1	-4
"nucleus"	GO:0005634	3	aten_0.1.m1.1560.m1	10
"nucleus"	GO:0005634	3	aten_0.1.m1.579.m1	13
"nucleus"	GO:0005634	3	aten_0.1.m1.6370.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.29411.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.412.m1	2
"nucleus"	GO:0005634	3	aten_0.1.m1.16570.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.12194.m1	-8
"nucleus"	GO:0005634	3	aten_0.1.m1.4547.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.35.m1	-26
"nucleus"	GO:0005634	3	aten_0.1.m1.18499.m1	6
"nucleus"	GO:0005634	3	aten_0.1.m1.10874.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.12906.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.10872.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.16555.m1	7
"nucleus"	GO:0005634	3	aten_0.1.m1.18302.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.8415.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.25544.m1	-14
"nucleus"	GO:0005634	3	aten_0.1.m1.15259.m1	7
"nucleus"	GO:0005634	3	aten_0.1.m1.8370.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.32378.m1	9
"nucleus"	GO:0005634	3	aten_0.1.m1.1192.m1	-6
"nucleus"	GO:0005634	3	aten_0.1.m1.1605.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.6413.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.26348.m1	11
"nucleus"	GO:0005634	3	aten_0.1.m1.17605.m1	-3
"nucleus"	GO:0005634	3	aten_0.1.m1.19439.m1	11
"nucleus"	GO:0005634	3	aten_0.1.m1.11915.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.21195.m1	3
"nucleus"	GO:0005634	3	aten_0.1.m1.9510.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.3216.m1	-1
"nucleus"	GO:0005634	3	aten_0.1.m1.21190.m1	3
"nucleus"	GO:0005634	3	aten_0.1.m1.6665.m1	5
"nucleus"	GO:0005634	3	aten_0.1.m1.19307.m1	-16
"nucleus"	GO:0005634	3	aten_0.1.m1.11013.m1	2
"nucleus"	GO:0005634	3	aten_0.1.m1.3654.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.33831.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.30925.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.848.m1	5
"nucleus"	GO:0005634	3	aten_0.1.m1.14331.m1	7
"nucleus"	GO:0005634	3	aten_0.1.m1.16578.m1	16
"nucleus"	GO:0005634	3	aten_0.1.m1.23386.m1	-2
"nucleus"	GO:0005634	3	aten_0.1.m1.11695.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.7739.m1	5
"nucleus"	GO:0005634	3	aten_0.1.m1.6129.m1	-7
"nucleus"	GO:0005634	3	aten_0.1.m1.28266.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.15654.m1	4
"nucleus"	GO:0005634	3	aten_0.1.m1.13391.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.14738.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.225.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.13002.m1	15
"nucleus"	GO:0005634	3	aten_0.1.m1.1048.m1	12
"nucleus"	GO:0005634	3	aten_0.1.m1.19586.m1	-13
"nucleus"	GO:0005634	3	aten_0.1.m1.7697.m1	-4
"nucleus"	GO:0005634	3	aten_0.1.m1.24040.m1	24
"nucleus"	GO:0005634	3	aten_0.1.m1.1738.m1	-12
"nucleus"	GO:0005634	3	aten_0.1.m1.18317.m1	4
"nucleus"	GO:0005634	3	aten_0.1.m1.24842.m1	3
"nucleus"	GO:0005634	3	aten_0.1.m1.5789.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.24844.m1	-11
"nucleus"	GO:0005634	3	aten_0.1.m1.3271.m1	-7
"nucleus"	GO:0005634	3	aten_0.1.m1.857.m1	-6
"nucleus"	GO:0005634	3	aten_0.1.m1.16631.m1	12
"nucleus"	GO:0005634	3	aten_0.1.m1.19330.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.1262.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.3259.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.26100.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.28528.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.26037.m1	17
"nucleus"	GO:0005634	3	aten_0.1.m1.10811.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.3155.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.17450.m1	24
"nucleus"	GO:0005634	3	aten_0.1.m1.12551.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.13922.m1	17
"nucleus"	GO:0005634	3	aten_0.1.m1.16564.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.17057.m1	-19
"nucleus"	GO:0005634	3	aten_0.1.m1.10226.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.7202.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.12466.m1	11
"nucleus"	GO:0005634	3	aten_0.1.m1.3084.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.33447.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.14185.m1	2
"nucleus"	GO:0005634	3	aten_0.1.m1.22860.m1	-1
"nucleus"	GO:0005634	3	aten_0.1.m1.13907.m1	-10
"nucleus"	GO:0005634	3	aten_0.1.m1.28806.m1	14
"nucleus"	GO:0005634	3	aten_0.1.m1.7941.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.23801.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.29573.m1	10
"nucleus"	GO:0005634	3	aten_0.1.m1.32858.m1	2
"nucleus"	GO:0005634	3	aten_0.1.m1.32792.m1	-23
"nucleus"	GO:0005634	3	aten_0.1.m1.24835.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.5346.m1	14
"nucleus"	GO:0005634	3	aten_0.1.m1.26408.m1	-5
"nucleus"	GO:0005634	3	aten_0.1.m1.25291.m1	8
"nucleus"	GO:0005634	3	aten_0.1.m1.25994.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.9208.m1	6
"nucleus"	GO:0005634	3	aten_0.1.m1.10606.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.10232.m1	4
"nucleus"	GO:0005634	3	aten_0.1.m1.16562.m1	22
"nucleus"	GO:0005634	3	aten_0.1.m1.25049.m1	0
"nucleus"	GO:0005634	3	aten_0.1.m1.18278.m1	0
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.8562.m1	0
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.12121.m1	4
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.33162.m1	8
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.29498.m1	5
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.9444.m1	0
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.23099.m1	0
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.12339.m1	-1
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.4369.m1	-6
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.31496.m1	0
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.19704.m1	0
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.21218.m1	0
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.14884.m1	0
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.5758.m1	0
"vacuolar membrane"	GO:0005774	2	aten_0.1.m1.28858.m1	-9
