gene,r
aten_0.1.m1.37543.m1,0
aten_0.1.m1.24134.m1,0.538961743
aten_0.1.m1.36153.m1,0.333581756
aten_0.1.m1.36157.m1,0.333581756
aten_0.1.m1.21996.m1,0
aten_0.1.m1.20666.m1,0.07155023
aten_0.1.m1.20668.m1,0.07155023
aten_0.1.m1.24751.m1,0.167820871
aten_0.1.m1.24749.m1,0.167820871
aten_0.1.m1.24753.m1,0.167820871
aten_0.1.m1.24759.m1,0.167820871
aten_0.1.m1.24298.m1,0
aten_0.1.m1.24720.m1,-0.023674168
aten_0.1.m1.24724.m1,-0.023674168
aten_0.1.m1.26097.m1,0
aten_0.1.m1.26093.m1,0
aten_0.1.m1.10651.m1,0.077075611
aten_0.1.m1.10655.m1,0.077075611
aten_0.1.m1.24180.m1,0
aten_0.1.m1.27594.m1,0
aten_0.1.m1.30060.m1,0.002886451
aten_0.1.m1.14432.m1,2.083206992
aten_0.1.m1.14438.m1,2.083206992
aten_0.1.m1.29957.m1,0.307696831
aten_0.1.m1.17705.m1,0.00609019
aten_0.1.m1.17708.m1,0.00609019
aten_0.1.m1.5793.m1,0
aten_0.1.m1.5799.m1,0
aten_0.1.m1.5791.m1,0
aten_0.1.m1.6957.m1,0
aten_0.1.m1.6960.m1,0
aten_0.1.m1.11103.m1,0.170216217
aten_0.1.m1.11102.m1,0.170216217
aten_0.1.m1.24625.m1,0
aten_0.1.m1.24624.m1,0
aten_0.1.m1.18756.m1,0.030771677
aten_0.1.m1.18761.m1,0.030771677
aten_0.1.m1.1125.m1,0
aten_0.1.m1.1127.m1,0
aten_0.1.m1.24423.m1,0
aten_0.1.m1.24431.m1,0
aten_0.1.m1.17752.m1,0.02594734
aten_0.1.m1.17765.m1,0.02594734
aten_0.1.m1.24038.m1,-0.061777074
aten_0.1.m1.24040.m1,-0.061777074
aten_0.1.m1.6374.m1,0
aten_0.1.m1.6373.m1,0
aten_0.1.m1.7726.m1,0.040021546
aten_0.1.m1.7729.m1,0.040021546
aten_0.1.m1.7720.m1,0.040021546
aten_0.1.m1.7721.m1,0.040021546
aten_0.1.m1.12696.m1,0
aten_0.1.m1.12698.m1,0
aten_0.1.m1.35681.m1,0
aten_0.1.m1.35687.m1,0
aten_0.1.m1.23021.m1,0
aten_0.1.m1.23022.m1,0
aten_0.1.m1.14160.m1,0
aten_0.1.m1.29917.m1,0
aten_0.1.m1.29914.m1,0
aten_0.1.m1.29916.m1,0
aten_0.1.m1.36056.m1,0.13734713
aten_0.1.m1.36060.m1,0.13734713
aten_0.1.m1.21535.m1,0
aten_0.1.m1.21536.m1,0
aten_0.1.m1.21533.m1,0
aten_0.1.m1.26338.m1,0.223716009
aten_0.1.m1.26339.m1,0.223716009
aten_0.1.m1.26343.m1,0.223716009
aten_0.1.m1.17451.m1,0
aten_0.1.m1.17450.m1,0
aten_0.1.m1.15805.m1,0.681756304
aten_0.1.m1.24349.m1,0
aten_0.1.m1.30702.m1,0
aten_0.1.m1.30704.m1,0
aten_0.1.m1.627.m1,0
aten_0.1.m1.625.m1,0
aten_0.1.m1.38040.m1,0.440761046
aten_0.1.m1.38038.m1,0.440761046
aten_0.1.m1.38037.m1,0.440761046
aten_0.1.m1.24696.m1,0
aten_0.1.m1.24698.m1,0
aten_0.1.m1.7055.m1,0.052680258
aten_0.1.m1.7057.m1,0.052680258
aten_0.1.m1.18114.m1,0
aten_0.1.m1.13037.m1,0
aten_0.1.m1.13039.m1,0
aten_0.1.m1.13036.m1,0
aten_0.1.m1.20596.m1,0.123223362
aten_0.1.m1.20597.m1,0.123223362
aten_0.1.m1.20594.m1,0.123223362
aten_0.1.m1.20602.m1,0.123223362
aten_0.1.m1.3200.m1,0
aten_0.1.m1.3209.m1,0
aten_0.1.m1.3205.m1,0
aten_0.1.m1.3776.m1,0
aten_0.1.m1.13937.m1,0
aten_0.1.m1.15328.m1,0.081179471
aten_0.1.m1.15333.m1,0.081179471
aten_0.1.m1.15331.m1,0.081179471
aten_0.1.m1.19373.m1,0.755728152
aten_0.1.m1.1003.m1,0
aten_0.1.m1.4482.m1,0.001278719
aten_0.1.m1.4486.m1,0.001278719
aten_0.1.m1.20707.m1,0
aten_0.1.m1.20716.m1,0
aten_0.1.m1.20708.m1,0
aten_0.1.m1.27460.m1,0
aten_0.1.m1.3715.m1,5.55E-17
aten_0.1.m1.3717.m1,5.55E-17
aten_0.1.m1.22600.m1,0.125576909
aten_0.1.m1.6897.m1,0
aten_0.1.m1.6893.m1,0
aten_0.1.m1.3880.m1,0
aten_0.1.m1.3882.m1,0
aten_0.1.m1.16709.m1,0.027474616
aten_0.1.m1.10186.m1,0
aten_0.1.m1.10185.m1,0
aten_0.1.m1.15148.m1,0
aten_0.1.m1.15153.m1,0
aten_0.1.m1.15156.m1,0
aten_0.1.m1.15151.m1,0
aten_0.1.m1.29076.m1,0.75814021
aten_0.1.m1.29072.m1,0.75814021
aten_0.1.m1.32767.m1,0
aten_0.1.m1.32772.m1,0
aten_0.1.m1.35201.m1,0
aten_0.1.m1.35194.m1,0
aten_0.1.m1.34708.m1,0
aten_0.1.m1.34710.m1,0
aten_0.1.m1.2255.m1,0
aten_0.1.m1.2253.m1,0
aten_0.1.m1.2251.m1,0
aten_0.1.m1.32970.m1,0
aten_0.1.m1.24256.m1,0
aten_0.1.m1.24260.m1,0
aten_0.1.m1.36631.m1,0
aten_0.1.m1.38288.m1,0.129373193
aten_0.1.m1.38290.m1,0.129373193
aten_0.1.m1.38289.m1,0.129373193
aten_0.1.m1.17497.m1,0
aten_0.1.m1.20349.m1,2.083206992
aten_0.1.m1.3328.m1,0.232208353
aten_0.1.m1.3333.m1,0.232208353
aten_0.1.m1.23818.m1,-0.004784726
aten_0.1.m1.23811.m1,-0.004784726
aten_0.1.m1.23814.m1,-0.004784726
aten_0.1.m1.34850.m1,0
aten_0.1.m1.34856.m1,0
aten_0.1.m1.34853.m1,0
aten_0.1.m1.34860.m1,0
aten_0.1.m1.18490.m1,0
aten_0.1.m1.18492.m1,0
aten_0.1.m1.13431.m1,0.490605017
aten_0.1.m1.13432.m1,0.490605017
aten_0.1.m1.4856.m1,0
aten_0.1.m1.4841.m1,0
aten_0.1.m1.4855.m1,0
aten_0.1.m1.10654.m1,-0.050476566
aten_0.1.m1.7119.m1,0.425786892
aten_0.1.m1.8045.m1,0
aten_0.1.m1.5467.m1,-0.729230909
aten_0.1.m1.5479.m1,-0.729230909
aten_0.1.m1.2582.m1,0.786289649
aten_0.1.m1.32303.m1,0
aten_0.1.m1.37160.m1,0
aten_0.1.m1.16833.m1,0.3857538
aten_0.1.m1.16830.m1,0.3857538
aten_0.1.m1.16828.m1,0.3857538
aten_0.1.m1.28587.m1,0
aten_0.1.m1.28592.m1,0
aten_0.1.m1.20424.m1,0.390079479
aten_0.1.m1.26257.m1,-0.085925285
aten_0.1.m1.24154.m1,0
aten_0.1.m1.29925.m1,0
aten_0.1.m1.38144.m1,0
aten_0.1.m1.18335.m1,0
aten_0.1.m1.18341.m1,0
aten_0.1.m1.28807.m1,0
aten_0.1.m1.28806.m1,0
aten_0.1.m1.16268.m1,0
aten_0.1.m1.8486.m1,0
aten_0.1.m1.34768.m1,0.078817065
aten_0.1.m1.34762.m1,0.078817065
aten_0.1.m1.21246.m1,0.150872919
aten_0.1.m1.21253.m1,0.150872919
aten_0.1.m1.20265.m1,0
aten_0.1.m1.28934.m1,0.053048727
aten_0.1.m1.28936.m1,0.053048727
aten_0.1.m1.4133.m1,0
aten_0.1.m1.12011.m1,0
aten_0.1.m1.12010.m1,0
aten_0.1.m1.1789.m1,0
aten_0.1.m1.29513.m1,0.360583446
aten_0.1.m1.10056.m1,0
aten_0.1.m1.10074.m1,0
aten_0.1.m1.7631.m1,0.307136691
aten_0.1.m1.7635.m1,0.307136691
aten_0.1.m1.18705.m1,1.11E-16
aten_0.1.m1.1704.m1,0
aten_0.1.m1.17963.m1,0
aten_0.1.m1.17962.m1,0
aten_0.1.m1.7697.m1,0
aten_0.1.m1.7698.m1,0
aten_0.1.m1.14533.m1,0
aten_0.1.m1.14532.m1,0
aten_0.1.m1.19330.m1,0.080282765
aten_0.1.m1.19332.m1,0.080282765
aten_0.1.m1.6532.m1,0
aten_0.1.m1.6533.m1,0
aten_0.1.m1.6529.m1,0
aten_0.1.m1.24226.m1,0
aten_0.1.m1.24243.m1,0
aten_0.1.m1.8582.m1,0
aten_0.1.m1.24692.m1,0
aten_0.1.m1.20541.m1,0
aten_0.1.m1.22923.m1,0
aten_0.1.m1.24148.m1,-0.064423192
aten_0.1.m1.14542.m1,0
aten_0.1.m1.14541.m1,0
aten_0.1.m1.14546.m1,0
aten_0.1.m1.14540.m1,0
aten_0.1.m1.3073.m1,0.021943656
aten_0.1.m1.14884.m1,0.066710842
aten_0.1.m1.14883.m1,0.066710842
aten_0.1.m1.26616.m1,0
aten_0.1.m1.26614.m1,0
aten_0.1.m1.2103.m1,0
aten_0.1.m1.26186.m1,0
aten_0.1.m1.26190.m1,0
aten_0.1.m1.10189.m1,0.280563389
aten_0.1.m1.10190.m1,0.280563389
aten_0.1.m1.25261.m1,0
aten_0.1.m1.25256.m1,0
aten_0.1.m1.25254.m1,0
aten_0.1.m1.25267.m1,0
aten_0.1.m1.37861.m1,0
aten_0.1.m1.24495.m1,0
aten_0.1.m1.37719.m1,0
aten_0.1.m1.37715.m1,0
aten_0.1.m1.32232.m1,-0.068335004
aten_0.1.m1.22683.m1,0.051139232
aten_0.1.m1.22686.m1,0.051139232
aten_0.1.m1.31662.m1,0
aten_0.1.m1.31668.m1,0
aten_0.1.m1.16630.m1,0
aten_0.1.m1.26630.m1,0
aten_0.1.m1.29802.m1,0.01529025
aten_0.1.m1.29807.m1,0.01529025
aten_0.1.m1.30886.m1,2.083206992
aten_0.1.m1.27571.m1,0.242508982
aten_0.1.m1.37482.m1,0
aten_0.1.m1.14722.m1,-0.148865466
aten_0.1.m1.2434.m1,-0.010309662
aten_0.1.m1.2436.m1,-0.010309662
aten_0.1.m1.30957.m1,0.315691408
aten_0.1.m1.30965.m1,0.315691408
aten_0.1.m1.20043.m1,0
aten_0.1.m1.20041.m1,0
aten_0.1.m1.15769.m1,0
aten_0.1.m1.15768.m1,0
aten_0.1.m1.15781.m1,0
aten_0.1.m1.35526.m1,0
aten_0.1.m1.35524.m1,0
aten_0.1.m1.36920.m1,0.092845918
aten_0.1.m1.32652.m1,0
aten_0.1.m1.32649.m1,0
aten_0.1.m1.24145.m1,0.508584128
aten_0.1.m1.24142.m1,0.508584128
aten_0.1.m1.27101.m1,0
aten_0.1.m1.27105.m1,0
aten_0.1.m1.27099.m1,0
aten_0.1.m1.33051.m1,0
aten_0.1.m1.14659.m1,0
aten_0.1.m1.14658.m1,0
aten_0.1.m1.14660.m1,0
aten_0.1.m1.32792.m1,-0.044107123
aten_0.1.m1.32795.m1,-0.044107123
aten_0.1.m1.32794.m1,-0.044107123
aten_0.1.m1.31006.m1,2.083206992
aten_0.1.m1.31005.m1,2.083206992
aten_0.1.m1.2014.m1,0
aten_0.1.m1.8157.m1,0
aten_0.1.m1.8152.m1,0
aten_0.1.m1.8151.m1,0
aten_0.1.m1.885.m1,0.007883173
aten_0.1.m1.890.m1,0.007883173
aten_0.1.m1.3737.m1,-0.024635445
aten_0.1.m1.27545.m1,0
aten_0.1.m1.20711.m1,0
aten_0.1.m1.20721.m1,0
aten_0.1.m1.964.m1,-0.037870814
aten_0.1.m1.966.m1,-0.037870814
aten_0.1.m1.7936.m1,0.04138262
aten_0.1.m1.36.m1,0.468753379
aten_0.1.m1.35.m1,0.468753379
aten_0.1.m1.37.m1,0.468753379
aten_0.1.m1.5024.m1,0
aten_0.1.m1.2158.m1,0
aten_0.1.m1.2169.m1,0
aten_0.1.m1.2171.m1,0
aten_0.1.m1.9860.m1,5.55E-17
aten_0.1.m1.9862.m1,5.55E-17
aten_0.1.m1.24553.m1,-0.265314376
aten_0.1.m1.36316.m1,0
aten_0.1.m1.17047.m1,0
aten_0.1.m1.17057.m1,0
aten_0.1.m1.37636.m1,-0.196744307
aten_0.1.m1.37634.m1,-0.196744307
aten_0.1.m1.23728.m1,0
aten_0.1.m1.37917.m1,0
aten_0.1.m1.37916.m1,0
aten_0.1.m1.24688.m1,0
aten_0.1.m1.24689.m1,0
aten_0.1.m1.13252.m1,0
aten_0.1.m1.23776.m1,-0.020410997
aten_0.1.m1.23779.m1,-0.020410997
aten_0.1.m1.29438.m1,0
aten_0.1.m1.29433.m1,0
aten_0.1.m1.32384.m1,0
aten_0.1.m1.32383.m1,0
aten_0.1.m1.22403.m1,0
aten_0.1.m1.22410.m1,0
aten_0.1.m1.1675.m1,-0.024827103
aten_0.1.m1.1674.m1,-0.024827103
aten_0.1.m1.3339.m1,0
aten_0.1.m1.3350.m1,0
aten_0.1.m1.3440.m1,0
aten_0.1.m1.3442.m1,0
aten_0.1.m1.3446.m1,0
aten_0.1.m1.3441.m1,0
aten_0.1.m1.7112.m1,0
aten_0.1.m1.7111.m1,0
aten_0.1.m1.27225.m1,0
aten_0.1.m1.27223.m1,0
aten_0.1.m1.27224.m1,0
aten_0.1.m1.21269.m1,0
aten_0.1.m1.21277.m1,0
aten_0.1.m1.21268.m1,0
aten_0.1.m1.27051.m1,0.44365124
aten_0.1.m1.27055.m1,0.44365124
aten_0.1.m1.3042.m1,0
aten_0.1.m1.3043.m1,0
aten_0.1.m1.33649.m1,0.229766123
aten_0.1.m1.33651.m1,0.229766123
aten_0.1.m1.28899.m1,0
aten_0.1.m1.28898.m1,0
aten_0.1.m1.28894.m1,0
aten_0.1.m1.3932.m1,0
aten_0.1.m1.4682.m1,0
aten_0.1.m1.4675.m1,0
aten_0.1.m1.8194.m1,0.039043748
aten_0.1.m1.8200.m1,0.039043748
aten_0.1.m1.37666.m1,-0.053011359
aten_0.1.m1.37662.m1,-0.053011359
aten_0.1.m1.34120.m1,0
aten_0.1.m1.16276.m1,0
aten_0.1.m1.18508.m1,0
aten_0.1.m1.18509.m1,0
aten_0.1.m1.27159.m1,0
aten_0.1.m1.27172.m1,0
aten_0.1.m1.5645.m1,0
aten_0.1.m1.26457.m1,0
aten_0.1.m1.14695.m1,0
aten_0.1.m1.14694.m1,0
aten_0.1.m1.10260.m1,0
aten_0.1.m1.10268.m1,0
aten_0.1.m1.36018.m1,0
aten_0.1.m1.31274.m1,0
aten_0.1.m1.31277.m1,0
aten_0.1.m1.31276.m1,0
aten_0.1.m1.20103.m1,0
aten_0.1.m1.20092.m1,0
aten_0.1.m1.20101.m1,0
aten_0.1.m1.20099.m1,0
aten_0.1.m1.35850.m1,0
aten_0.1.m1.31687.m1,0
aten_0.1.m1.37718.m1,0
aten_0.1.m1.37723.m1,0
aten_0.1.m1.62.m1,0
aten_0.1.m1.58.m1,0
aten_0.1.m1.55.m1,0
aten_0.1.m1.6932.m1,5.55E-17
aten_0.1.m1.18869.m1,0
aten_0.1.m1.18875.m1,0
aten_0.1.m1.18877.m1,0
aten_0.1.m1.18878.m1,0
aten_0.1.m1.13408.m1,0
aten_0.1.m1.13406.m1,0
aten_0.1.m1.36227.m1,0
aten_0.1.m1.36225.m1,0
aten_0.1.m1.28953.m1,0.461171372
aten_0.1.m1.28958.m1,0.461171372
aten_0.1.m1.26412.m1,0
aten_0.1.m1.26413.m1,0
aten_0.1.m1.8946.m1,-0.000978447
aten_0.1.m1.8942.m1,-0.000978447
aten_0.1.m1.8941.m1,-0.000978447
aten_0.1.m1.28136.m1,0
aten_0.1.m1.28148.m1,0
aten_0.1.m1.14449.m1,0
aten_0.1.m1.34717.m1,0.01084277
aten_0.1.m1.16799.m1,0
aten_0.1.m1.22723.m1,0.027631318
aten_0.1.m1.22734.m1,0.027631318
aten_0.1.m1.20828.m1,0
aten_0.1.m1.29522.m1,0.173083904
aten_0.1.m1.29523.m1,0.173083904
aten_0.1.m1.1301.m1,0
aten_0.1.m1.1305.m1,0
aten_0.1.m1.15087.m1,0.089840922
aten_0.1.m1.15093.m1,0.089840922
aten_0.1.m1.13460.m1,1.11E-16
aten_0.1.m1.11169.m1,0
aten_0.1.m1.11166.m1,0
aten_0.1.m1.15280.m1,-0.021247911
aten_0.1.m1.15279.m1,-0.021247911
aten_0.1.m1.13309.m1,0
aten_0.1.m1.27866.m1,0
aten_0.1.m1.27868.m1,0
aten_0.1.m1.22876.m1,0.123983958
aten_0.1.m1.22879.m1,0.123983958
aten_0.1.m1.22863.m1,0
aten_0.1.m1.3858.m1,0.007194361
aten_0.1.m1.27378.m1,-5.55E-17
aten_0.1.m1.27380.m1,-5.55E-17
aten_0.1.m1.27377.m1,-5.55E-17
aten_0.1.m1.24872.m1,0
aten_0.1.m1.7054.m1,-0.014907128
aten_0.1.m1.13151.m1,0.018357615
aten_0.1.m1.13154.m1,0.018357615
aten_0.1.m1.19936.m1,0.042475052
aten_0.1.m1.16215.m1,0
aten_0.1.m1.21309.m1,0
aten_0.1.m1.32923.m1,-0.020410997
aten_0.1.m1.17288.m1,0
aten_0.1.m1.17289.m1,0
aten_0.1.m1.8050.m1,0
aten_0.1.m1.35482.m1,0
aten_0.1.m1.9380.m1,0
aten_0.1.m1.9377.m1,0
aten_0.1.m1.14107.m1,0
aten_0.1.m1.14097.m1,0
aten_0.1.m1.13483.m1,0
aten_0.1.m1.37463.m1,0.091961227
aten_0.1.m1.35404.m1,-0.115636566
aten_0.1.m1.29361.m1,0.126879538
aten_0.1.m1.29356.m1,0.126879538
aten_0.1.m1.30321.m1,-0.288657483
aten_0.1.m1.30332.m1,-0.288657483
aten_0.1.m1.24934.m1,0
aten_0.1.m1.24935.m1,0
aten_0.1.m1.14962.m1,0
aten_0.1.m1.14966.m1,0
aten_0.1.m1.14959.m1,0
aten_0.1.m1.14967.m1,0
aten_0.1.m1.14961.m1,0
aten_0.1.m1.32190.m1,0
aten_0.1.m1.23468.m1,0
aten_0.1.m1.22547.m1,0
aten_0.1.m1.22545.m1,0
aten_0.1.m1.30624.m1,-0.172420493
aten_0.1.m1.30629.m1,-0.172420493
